Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Gluten-free Bubba Gump,1,$25.00,$2.27,$8.40,0%,1%,66%
Side Chipotle Mayo,1,$1.03,$0.09,$0.00,0%,0%,0%
Less Cheese,1,$0.00,$0.00,$0.00,0%,0%,0%
Fancy Pants Parmy - Mexicali,1,$30.00,$2.73,$0.00,0%,1%,0%
Sensei Calamari,1,$19.50,$1.77,$2.31,0%,0%,88%
Make it Gluten-free [gf/vg bun w sweet pot. fries],1,$2.07,$0.19,$0.00,0%,0%,0%
Regular Truffalo Soldier [Dine-in],1,$26.00,$2.36,$3.27,0%,1%,87%
Side Sour Cream,1,$1.03,$0.09,$0.00,0%,0%,0%
No Onion,1,$0.00,$0.00,$0.00,0%,0%,0%
Extra Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Philter XPA - Schooner,1,$11.88,$1.08,$2.24,0%,0%,81%
Make it Vegetarian [plant-based patty],1,$4.13,$0.37,$0.00,0%,0%,0%
Pie,1,$34.00,$3.09,$0.00,0%,1%,0%
Regular BBQ Chicken Pizza,1,$24.50,$2.23,$2.99,0%,0%,88%
Philter Pale - Schooner,1,$10.84,$0.97,$0.00,0%,0%,0%
Beef Burrito,1,$28.90,$2.63,$6.77,0%,1%,77%
Hendrick's Gin,1,$14.00,$1.27,$2.69,0%,0%,81%
San Pellegrino 500ml,1,$9.30,$0.85,$2.34,0%,0%,75%
Fresh is Best Summer Lager - Schooner,1,$8.78,$0.80,$1.59,0%,0%,82%
Padrillos Malbec - Regular,1,$18.59,$1.69,$3.87,0%,0%,79%
Corona,1,$10.84,$0.98,$2.57,0%,0%,76%
BBQ Wings [Wings Deal],1,$0.00,$0.00,$0.00,0%,0%,0%
$45 FEAST,1,$45.00,$4.09,$0.00,0%,1%,0%
Gluten-free El Patron [Dine-in],1,$31.00,$2.82,$8.63,0%,1%,72%
Regular Margherita,1,$14.00,$1.27,$1.23,0%,0%,91%
Stone & Wood - Pint,1,$17.00,$1.55,$4.37,0%,0%,74%
"Lemon, Lime & Bitters",1,$5.00,$0.45,$0.00,0%,0%,0%
Chicken Shindig Burger,1,$27.79,$2.53,$4.77,0%,1%,83%
Pepsi Glass,1,$4.65,$0.43,$0.00,0%,0%,0%
Bang Bang Cauli,1,$17.56,$1.60,$2.76,0%,0%,84%
Coke Can,1,$4.00,$0.36,$1.89,0%,0%,53%
4 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Chilli,1,$1.00,$0.09,$0.00,0%,0%,0%
Lime,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Pepperoni,1,$22.00,$2.00,$2.13,0%,0%,90%
Geppetto Pinot Noir - Large Glass,1,$24.00,$2.18,$5.85,0%,0%,76%
Brownie,1,$12.40,$1.13,$2.82,0%,0%,77%
Garlic Bread,1,$0.00,$0.00,$1.42,0%,0%,
No Beans,1,$0.00,$0.00,$0.00,0%,0%,0%
Pepsi Max Glass,1,$4.65,$0.43,$0.00,0%,0%,0%
Sweet Potato Fries,1,$13.00,$1.18,$2.53,0%,0%,81%
Add Calabrese,1,$4.00,$0.36,$0.00,0%,0%,0%
Villa Fresco Sangiovese - Bottle,1,$49.00,$4.45,$12.06,0%,1%,75%
Side Gravy,1,$1.55,$0.15,$0.34,0%,0%,78%
Tonic [mixer],1,$0.00,$0.00,$0.80,0%,0%,
Farmhouse Salad D,1,$21.00,$1.91,$0.00,0%,0%,0%
Casa Gheller Prosecco - Bottle,1,$64.00,$5.82,$16.73,0%,1%,74%
Eggplant Parmy,1,$24.79,$2.25,$0.00,0%,1%,0%
Tommy's Margarita,1,$23.00,$2.09,$4.70,0%,0%,80%
Brownie D,1,$0.00,$0.00,$1.95,0%,0%,
Make It A Burrito Bowl [gluten-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Casa Gheller Prosecco - Glass,1,$16.00,$1.45,$3.35,0%,0%,79%
Apple Crumble,1,$16.53,$1.50,$0.00,0%,0%,0%
Regular Bubba Gump,1,$20.00,$1.82,$3.96,0%,0%,80%
Large Tandoori Chicken,1,$25.00,$2.27,$3.21,0%,1%,87%
Trentham Estate Rosé - Regular,1,$12.00,$1.09,$2.11,0%,0%,82%
Sweet Potato Fries D,1,$13.90,$1.26,$2.53,0%,0%,82%
Seadrift Coast Non-alc G&T,1,$13.43,$1.22,$2.41,0%,0%,82%
Extra Gravy,1,$2.07,$0.19,$0.34,0%,0%,84%
Pink Lemonade Glass,1,$4.50,$0.41,$0.14,0%,0%,97%
No Rice,1,$0.00,$0.00,$0.00,0%,0%,0%
,347,"$4,917.23",$446.65,"$1,022.84",100%,100%,79%
