Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Archie Rose Signature Gin,3,$39.00,$3.54,$7.91,0%,0%,80%
Philter Pale - Schooner,3,$21.00,$1.90,$0.00,0%,0%,0%
Vinada Sparkling Rose,3,$36.40,$3.31,$9.14,0%,0%,75%
Garlic  Bread,3,$0.00,$0.00,$4.26,0%,0%,
Large Hail Africa,3,$85.00,$7.72,$18.73,0%,0%,78%
Regular Truffalo Soldier [Dine-in],2,$53.71,$4.88,$6.54,0%,0%,88%
Add Olives,2,$3.00,$0.28,$0.00,0%,0%,0%
Espresso Martini,2,$40.66,$3.70,$6.47,0%,0%,84%
Regular Jimmy Jury,2,$43.50,$3.95,$6.67,0%,0%,85%
No Onion,2,$0.00,$0.00,$0.00,0%,0%,0%
Chicken Schnitty D,2,$50.00,$4.55,$0.00,0%,0%,0%
No Chilli,2,$0.00,$0.00,$0.00,0%,0%,0%
Grifter Omen Stout Tin,2,$26.00,$2.36,$7.01,0%,0%,73%
Bundaberg Ginger Beer,2,$0.00,$0.00,$1.91,0%,0%,
Rocket Man D,2,$29.00,$2.63,$0.00,0%,0%,0%
Kids Nuggets D,2,$27.00,$2.45,$4.49,0%,0%,83%
Dark & Stormy,2,$41.31,$3.75,$7.58,0%,0%,82%
Peroni 0%,2,$9.00,$0.82,$3.71,0%,0%,59%
.1.25L Coke,2,$0.00,$0.00,$7.38,0%,0%,
Version Two Sparkling - Bottle,2,$49.00,$4.45,$17.67,0%,0%,64%
Soda [mixer],2,$0.00,$0.00,$0.00,0%,0%,0%
Kids Nuggets & Chips,2,$26.86,$2.44,$4.49,0%,0%,83%
Trutta Streamside Shiraz [Chilled] - Regular,2,$28.80,$2.62,$7.94,0%,0%,72%
Casa Gheller Prosecco - Bottle,2,$130.09,$11.83,$33.46,0%,1%,74%
No Side Sauce,2,$0.00,$0.00,$0.00,0%,0%,0%
Dirty,2,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free Base,2,$0.00,$0.00,$8.20,0%,0%,
Filthy,2,$0.00,$0.00,$0.00,0%,0%,0%
Regular Sanchez [Dine-in],2,$52.85,$4.79,$6.79,0%,0%,87%
Tommy's Margarita,2,$46.76,$4.25,$9.95,0%,0%,79%
Regular Bubba Gump,2,$40.00,$3.64,$7.92,0%,0%,80%
Ottelia Cab Sav - Large,2,$55.77,$5.06,$15.36,0%,0%,72%
BBQ Wings,2,$34.91,$3.18,$6.28,0%,0%,82%
Regular Paddock,2,$50.00,$4.54,$6.20,0%,0%,88%
Kraken Rum,2,$28.00,$2.54,$4.24,0%,0%,85%
Chicken Burger D,2,$48.00,$4.36,$0.00,0%,0%,0%
Lepinja Bread,2,$18.00,$1.64,$0.00,0%,0%,0%
Geppetto Pinot Noir - Large Glass,2,$49.57,$4.50,$11.71,0%,0%,76%
Regular Vegetarian [Dine-in],2,$46.00,$4.18,$4.74,0%,0%,90%
Extra Olives,2,$0.00,$0.00,$0.00,0%,0%,0%
Bombay Sapphire,2,$28.00,$2.54,$4.64,0%,0%,83%
Heaps Normal Tin,2,$22.00,$2.00,$5.34,0%,0%,76%
BBQ Chicken.,2,$0.00,$0.00,$0.00,0%,0%,0%
Status Quo - Schooner,2,$27.00,$2.46,$6.21,0%,0%,77%
$21 Custom Cocktail,2,$21.00,$1.91,$0.00,0%,0%,0%
No Garnish,2,$0.00,$0.00,$0.00,0%,0%,0%
Large Roma Special,2,$55.00,$5.00,$11.26,0%,0%,80%
Side BBQ Sauce,2,$0.00,$0.00,$0.00,0%,0%,0%
Add Fried Cauliflower,2,$9.16,$0.82,$0.00,0%,0%,0%
Version Two Pinot Grigio - Bottle,2,$98.00,$8.90,$17.67,0%,1%,82%
Add Pineapple,2,$1.07,$0.10,$0.00,0%,0%,0%
Year Wines Fiano - Bottle,2,$142.00,$12.90,$42.74,0%,1%,70%
Solo 1.25L,2,$0.00,$0.00,$7.17,0%,0%,
Gluten-free Pepperoni,2,$48.00,$4.37,$15.41,0%,0%,68%
Hahn Super Dry GF,2,$21.34,$1.93,$5.42,0%,0%,75%
Cauliflower Tacos,2,$40.65,$3.70,$0.00,0%,0%,0%
Add Bocconcini,2,$6.00,$0.54,$0.00,0%,0%,0%
Large Vegetarian,2,$20.00,$1.82,$8.23,0%,0%,59%
Under the Bridge Pizza,2,$53.73,$4.89,$8.16,0%,0%,85%
"Lemon, Lime & Bitters",2,$5.00,$0.45,$0.00,0%,0%,0%
Neat,2,$0.00,$0.00,$0.00,0%,0%,0%
Large Sorrento,2,$54.00,$4.90,$14.34,0%,0%,73%
Regular Pepperoni,2,$30.00,$2.72,$4.26,0%,0%,86%
Asahi 3.5%,2,$21.00,$1.90,$5.09,0%,0%,76%
Sprite Can,2,$8.00,$0.72,$3.80,0%,0%,53%
Cucumber,2,$0.00,$0.00,$0.00,0%,0%,0%
BBQ Ribs,2,$57.88,$5.27,$0.00,0%,0%,0%
Fever-Tree Light Tonic [mixer],1,$1.00,$0.09,$0.00,0%,0%,0%
Add Chicken,1,$4.13,$0.37,$0.00,0%,0%,0%
$90 PIZZA PARTY,1,$90.00,$8.18,$0.00,0%,0%,0%
No Bacon,1,$0.00,$0.00,$0.00,0%,0%,0%
Apple Juice Glass,1,$5.16,$0.46,$0.66,0%,0%,87%
Coke Can,1,$4.00,$0.36,$1.89,0%,0%,53%
Make It A Burrito Bowl [gluten-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Hot Honey,1,$3.00,$0.27,$0.00,0%,0%,0%
Jalapeños on Side,1,$1.03,$0.09,$0.00,0%,0%,0%
Macallan Sherry Oak 12yr,1,$26.85,$2.44,$5.40,0%,0%,80%
No Garlic,1,$0.00,$0.00,$0.00,0%,0%,0%
Garlic  Bread.,1,$0.00,$0.00,$0.00,0%,0%,0%
Pink Lemonade Glass,1,$0.00,$0.00,$0.14,0%,0%,
Chicken Parmy D,1,$25.00,$2.27,$0.00,0%,0%,0%
Gosling's Black Dark & Stormy,1,$22.72,$2.07,$5.00,0%,0%,78%
Regular Cosmopolitan [Dine-in],1,$26.00,$2.38,$4.73,0%,0%,82%
Fried Rice,1,$9.20,$0.84,$0.00,0%,0%,0%
Regular Bubba Gump [Dine-in],1,$26.00,$2.36,$3.96,0%,0%,85%
Farmhouse Salad,1,$25.72,$2.34,$0.00,0%,0%,0%
Large Cosmopolitan,1,$25.00,$2.27,$6.61,0%,0%,74%
Large Jimmy Jury Wings Deal,1,$30.00,$2.73,$6.19,0%,0%,79%
Rooster Rojo Blanco Tequila [House],1,$11.00,$1.00,$2.35,0%,0%,79%
Tandoori Chicken.,1,$0.00,$0.00,$0.00,0%,0%,0%
Cranberry Juice [mixer],1,$0.00,$0.00,$0.69,0%,0%,
Open Food,1,$220.00,$20.00,$0.00,0%,1%,0%
Gluten-free Margherita,1,$6.00,$0.55,$6.08,0%,0%,-1%
Pepsi Max [mixer],1,$0.00,$0.00,$0.80,0%,0%,
Regular New Yorker,1,$19.50,$1.77,$3.59,0%,0%,82%
Pornstar Martini,1,$22.00,$2.00,$3.39,0%,0%,85%
Gin Martini,1,$22.72,$2.06,$4.01,0%,0%,82%
Sweet Potato Fries D,1,$14.00,$1.27,$2.53,0%,0%,82%
Make it Vegan [use vegan cheese],1,$0.00,$0.00,$0.00,0%,0%,0%
Fries D,1,$12.00,$1.09,$0.00,0%,0%,0%
Large Paddock,1,$31.00,$2.82,$5.11,0%,0%,84%
No Pineapple,1,$0.00,$0.00,$0.00,0%,0%,0%
Swap Gravy for Tomato Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
.1.25L Sunkist,1,$0.00,$0.00,$0.00,0%,0%,0%
Southern Squid,1,$25.50,$2.32,$0.00,0%,0%,0%
Sanchez [Vegan].,1,$0.00,$0.00,$0.00,0%,0%,0%
Roasted Tomato Coulis,1,$3.10,$0.28,$0.00,0%,0%,0%
Little Italy.,1,$0.00,$0.00,$0.00,0%,0%,0%
No Capsicum,1,$0.00,$0.00,$0.00,0%,0%,0%
2 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
BBQ Wings [Wings Deal],1,$0.00,$0.00,$0.00,0%,0%,0%
Rocket Man,1,$18.59,$1.69,$3.20,0%,0%,83%
No Sliced Tomato,1,$0.00,$0.00,$0.00,0%,0%,0%
Grifter Pale Ale Cans D,1,$7.00,$0.64,$3.09,0%,0%,56%
Vegetarian.,1,$0.00,$0.00,$0.00,0%,0%,0%
WINGS DEAL,1,$30.00,$2.73,$0.00,0%,0%,0%
No Basil,1,$0.00,$0.00,$0.00,0%,0%,0%
Ottelia Chardonnay - Bottle,1,$61.00,$5.55,$17.30,0%,0%,72%
Gluten-free Hawaiian,1,$28.00,$2.55,$6.77,0%,0%,76%
.1.25L Coke Zero,1,$0.00,$0.00,$3.98,0%,0%,
Jala Marg Duo [2 serves],1,$26.00,$2.36,$0.00,0%,0%,0%
Padrillos Malbec - Regular,1,$18.59,$1.70,$3.87,0%,0%,79%
Ravensworth Skins Gris - Regular,1,$19.00,$1.73,$4.04,0%,0%,79%
Make it Gluten-free [gf/vg bun w sweet pot. fries],1,$2.07,$0.19,$0.00,0%,0%,0%
VB Can D,1,$6.00,$0.55,$2.34,0%,0%,61%
Add Anchovies,1,$2.00,$0.18,$0.00,0%,0%,0%
Add Chorizo,1,$4.50,$0.41,$0.00,0%,0%,0%
Island Time,1,$0.00,$0.00,$4.13,0%,0%,
Regular Hawaiian [Dine-in],1,$21.69,$1.97,$1.25,0%,0%,94%
Dry,1,$0.00,$0.00,$0.00,0%,0%,0%
Onion Rings D,1,$12.90,$1.17,$0.00,0%,0%,0%
Das Juice Pink Pet Nat - Regular,1,$16.00,$1.45,$3.30,0%,0%,79%
Gluten-free [Corn Tortillas],1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Roma Special,1,$18.50,$1.68,$4.03,0%,0%,78%
Corona,1,$10.84,$0.98,$2.58,0%,0%,76%
Large Uber Margherita,1,$25.00,$2.27,$4.46,0%,0%,82%
Meatlovers.,1,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free Uber Margherita,1,$24.00,$2.18,$7.63,0%,0%,68%
Uber Margherita.,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular BBQ Chicken Pizza,1,$19.50,$1.77,$2.99,0%,0%,85%
Regular Tandoori Chicken,1,$19.50,$1.77,$2.30,0%,0%,88%
Daiquiri,1,$21.00,$1.91,$2.49,0%,0%,88%
Gluten-free Sorrento,1,$25.00,$2.27,$9.57,0%,0%,62%
GF Flatbread,1,$4.00,$0.36,$0.00,0%,0%,0%
Beef Burger D,1,$24.00,$2.18,$0.00,0%,0%,0%
2x Aioli,1,$1.03,$0.09,$0.00,0%,0%,0%
Regular Sanchez,1,$25.00,$2.27,$3.39,0%,0%,86%
Truffalo Soldier.,1,$0.00,$0.00,$0.00,0%,0%,0%
Seadrift Coast Non-alc G&T,1,$13.00,$1.18,$2.41,0%,0%,81%
Villa Fresco Sangiovese - Bottle,1,$50.61,$4.60,$12.06,0%,0%,76%
Little Dragon Can,1,$12.50,$1.14,$3.49,0%,0%,72%
Roma Special.,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Calabrese,1,$2.85,$0.26,$0.00,0%,0%,0%
Fill w Ice,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Ham,1,$3.00,$0.27,$0.00,0%,0%,0%
Peroni,1,$10.85,$0.98,$2.56,0%,0%,76%
Eggplant Parmy,1,$29.95,$2.73,$0.00,0%,0%,0%
Onion Rings,1,$12.41,$1.12,$0.00,0%,0%,0%
Add Capsicum,1,$1.50,$0.14,$0.00,0%,0%,0%
Dressing on the Side,1,$0.00,$0.00,$0.00,0%,0%,0%
Side Gravy,1,$1.50,$0.14,$0.34,0%,0%,78%
The Paddock.,1,$0.00,$0.00,$0.00,0%,0%,0%
4 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
No Olives,1,$0.00,$0.00,$0.00,0%,0%,0%
Bunnahabhain 12yr,1,$22.72,$2.06,$5.23,0%,0%,77%
No Cherry Tomatoes,1,$0.00,$0.00,$0.00,0%,0%,0%
Coke 1.25L,1,$6.00,$0.55,$3.69,0%,0%,39%
Regular El Patron [Dine-in],1,$26.00,$2.36,$3.64,0%,0%,86%
Vegan Cheese [Pizza],1,$0.00,$0.00,$0.00,0%,0%,0%
Large El Patron,1,$31.00,$2.82,$5.85,0%,0%,81%
Kids Ham & Cheese Pizza,1,$13.42,$1.22,$0.00,0%,0%,0%
Fish Tacos D,1,$18.00,$1.64,$2.18,0%,0%,88%
Regular Jimmy Jury [Dine-in],1,$27.00,$2.45,$3.34,0%,0%,88%
Disaronno,1,$12.00,$1.09,$2.00,0%,0%,83%
Vodka Martini,1,$0.00,$0.00,$3.01,0%,0%,
Southside,1,$21.00,$1.91,$4.24,0%,0%,80%
"Regular No Chorizo, No Cry",1,$19.50,$1.77,$2.50,0%,0%,87%
Manhattan - Perfect,1,$22.72,$2.07,$4.53,0%,0%,80%
Add Grilled Chicken,1,$5.00,$0.45,$0.00,0%,0%,0%
Delivery Fee - Freshwater / Queenscliff,1,$5.00,$0.45,$0.00,0%,0%,0%
Less Cheese,1,$0.00,$0.00,$0.00,0%,0%,0%
Large New Yorker,1,$27.00,$2.45,$5.01,0%,0%,81%
Side Spicy Salsa,1,$1.03,$0.09,$0.00,0%,0%,0%
Kids Margherita Pizza,1,$13.42,$1.22,$0.00,0%,0%,0%
Poor Tom's Strawberry Gin Tonica,0.6,$12.60,$1.15,$2.67,0%,0%,79%
,"1,438.3","$19,032.25","$1,742.44","$3,635.37",100%,100%,81%
