Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Brownie D,3,$0.00,$0.00,$5.84,0%,0%,
"Large No Chorizo, No Cry",3,$54.00,$4.90,$16.79,0%,1%,69%
Buffalo Wings D,3,$48.00,$4.35,$11.71,0%,1%,76%
Large Bubba Gump,3,$25.00,$2.27,$16.60,0%,0%,34%
Philter XPA - Schooner,3,$23.00,$2.10,$6.71,0%,0%,71%
Large Pepperoni,3,$48.00,$4.37,$13.69,0%,1%,71%
Kuku Sauvignon Blanc - Large,3,$70.53,$6.41,$14.57,0%,1%,79%
No Cheese (Make It Dairy-Free),3,$0.00,$0.00,$0.00,0%,0%,0%
Add Pepperoni,3,$8.10,$0.73,$0.00,0%,0%,0%
Regular Jimmy Jury [Dine-in],3,$66.58,$6.06,$10.01,0%,1%,85%
Kuku Sauvignon Blanc - Regular,3,$42.00,$3.81,$8.74,0%,1%,79%
Geppetto Pinot Noir - Regular,3,$45.49,$4.13,$10.54,0%,1%,77%
Hugo Spritz,3,$51.00,$4.65,$4.04,0%,1%,92%
Lemonade Glass,3,$13.50,$1.39,$0.00,0%,0%,0%
Beef Burrito D,3,$80.00,$7.28,$20.31,0%,1%,75%
Fresh Lime Soda,3,$10.50,$0.96,$0.00,0%,0%,0%
Side Chipotle Mayo,3,$2.43,$0.22,$0.00,0%,0%,0%
Less Cheese,2,$0.00,$0.00,$0.00,0%,0%,0%
Beef Burrito,2,$59.70,$5.43,$13.54,0%,1%,77%
Vodka Martini,2,$44.00,$4.00,$6.02,0%,1%,86%
Chicken Burrito,2,$58.75,$5.35,$13.60,0%,1%,77%
Apple Juice Glass,2,$10.00,$0.90,$1.32,0%,0%,87%
Add Anchovies,2,$4.00,$0.36,$0.00,0%,0%,0%
Coke Zero 1.25L,2,$0.00,$0.00,$7.96,0%,0%,
Petits Detours Rosé - Regular,2,$32.53,$2.95,$6.98,0%,0%,79%
Ottelia Cab Sav - Large,2,$54.00,$4.90,$15.36,0%,1%,72%
Young Henrys Cloudy Cider Can,2,$24.00,$2.18,$5.64,0%,0%,76%
Dirty,2,$0.00,$0.00,$0.00,0%,0%,0%
Pepsi [mixer],2,$0.00,$0.00,$1.61,0%,0%,
Ottelia Chardonnay - Large,2,$51.63,$4.68,$11.53,0%,1%,78%
Heaps Normal Tin,2,$22.00,$2.00,$5.34,0%,0%,76%
Asahi 3.5%,2,$18.90,$1.71,$5.09,0%,0%,73%
Olive,2,$0.00,$0.00,$0.00,0%,0%,0%
Ottelia Chardonnay - Regular,2,$32.00,$2.90,$6.92,0%,0%,78%
WINGS DEAL,2,$60.00,$5.46,$0.00,0%,1%,0%
Kirin - Schooner,2,$28.00,$2.54,$7.51,0%,0%,73%
Lemon,2,$0.00,$0.00,$0.00,0%,0%,0%
Whispering Angel Rosé - Regular,2,$50.40,$4.60,$13.84,0%,1%,73%
Kids Icecream,2,$10.00,$0.90,$1.48,0%,0%,85%
Large Little Italy,2,$27.00,$2.45,$17.68,0%,0%,35%
Large Hawaiian,2,$28.00,$2.55,$6.53,0%,0%,77%
Whispering Angel Rosé - Large,2,$86.00,$7.82,$23.07,0%,1%,73%
Add Mushrooms,2,$3.00,$0.28,$0.00,0%,0%,0%
BBQ Wings D,2,$0.00,$0.00,$6.28,0%,0%,
Large Meatlovers,2,$0.00,$0.00,$13.91,0%,0%,
Large Margherita,2,$20.00,$1.82,$4.59,0%,0%,77%
Crankshaft IPA - Pint,2,$35.00,$3.18,$8.60,0%,0%,75%
Petits Detours Rosé - Large,2,$50.82,$4.62,$11.63,0%,1%,77%
Dark & Stormy,2,$30.99,$2.81,$7.58,0%,0%,76%
Crankshaft IPA - Schooner,1.5,$13.50,$1.23,$4.81,0%,0%,64%
Add Olives,1,$1.50,$0.14,$0.00,0%,0%,0%
Lychee Martini,1,$14.00,$1.27,$3.62,0%,0%,74%
Trutta Streamside Shiraz [Chilled] - Regular,1,$0.00,$0.00,$3.97,0%,0%,
Ginger Ale,1,$4.00,$0.36,$0.00,0%,0%,0%
No Olives,1,$0.00,$0.00,$0.00,0%,0%,0%
Chicken Shindig Burger,1,$10.76,$0.98,$4.77,0%,0%,56%
Marinated Tofu,1,$0.00,$0.00,$0.00,0%,0%,0%
Bang Bang Cauli,1,$17.00,$1.55,$2.76,0%,0%,84%
Manhattan - Perfect,1,$22.00,$2.00,$4.53,0%,0%,79%
Regular Cosmopolitan,1,$19.50,$1.77,$4.73,0%,0%,76%
Regular El Patron [Dine-in],1,$26.85,$2.43,$3.64,0%,0%,86%
Side BBQ Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Large El Patron,1,$31.00,$2.82,$5.85,0%,0%,81%
No Garnish,1,$0.00,$0.00,$0.00,0%,0%,0%
Extra Taco,1,$7.23,$0.66,$1.09,0%,0%,85%
A. Rodda Tempranillo - Regular,1,$18.59,$1.69,$5.57,0%,0%,70%
Regular Super House Special,1,$24.00,$2.18,$5.53,0%,0%,77%
Fish Tacos,1,$20.66,$1.88,$2.18,0%,0%,89%
Side Blue Cheese Dip,1,$1.03,$0.09,$0.00,0%,0%,0%
Regular Little Italy,1,$19.50,$1.77,$4.80,0%,0%,75%
Chicken Burrito D,1,$25.00,$2.27,$6.80,0%,0%,73%
Buffalo Trace Bourbon [House],1,$11.00,$1.00,$2.29,0%,0%,79%
"Regular No Chorizo, No Cry [Dine-in]",1,$26.85,$2.43,$2.50,0%,0%,91%
No Anchovies,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Little Italy [Dine-in],1,$23.40,$2.12,$4.80,0%,0%,79%
Southern Squid D,1,$23.00,$2.09,$0.00,0%,0%,0%
Gluten-free New Yorker,1,$30.00,$2.73,$8.02,0%,0%,73%
No Onion,1,$0.00,$0.00,$0.00,0%,0%,0%
Coke 1.25L,1,$0.00,$0.00,$3.69,0%,0%,
Scorched As,1,$17.56,$1.60,$4.31,0%,0%,75%
Add Pineapple,1,$1.55,$0.15,$0.00,0%,0%,0%
Regular Truffalo Soldier [Dine-in],1,$26.85,$2.43,$3.27,0%,0%,88%
Vegan Cheese [Pizza],1,$3.00,$0.27,$0.00,0%,0%,0%
Ice,1,$0.00,$0.00,$0.00,0%,0%,0%
Side Spicy Salsa,1,$1.03,$0.09,$0.00,0%,0%,0%
Rosemary Salted Fries,1,$13.32,$1.21,$1.86,0%,0%,86%
Add Calabrese,1,$4.00,$0.36,$0.00,0%,0%,0%
$45 FEAST,1,$45.00,$4.09,$0.00,0%,1%,0%
Little Dragon Can,1,$12.90,$1.17,$3.54,0%,0%,73%
Kids Fried Rice D,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Ham,1,$3.00,$0.27,$0.00,0%,0%,0%
Fancy Pants Parmy - Classic,1,$29.95,$2.73,$8.11,0%,0%,73%
Add Prawns,1,$0.00,$0.00,$0.00,0%,0%,0%
2x Soft-boiled Eggs,1,$0.00,$0.00,$0.00,0%,0%,0%
Version Two Pinot Grigio - Large,1,$19.00,$1.73,$2.94,0%,0%,85%
Shoyu,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Cherry Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
On The Rocks,1,$0.00,$0.00,$0.00,0%,0%,0%
A. Rodda Tempranillo - Large,1,$28.92,$2.64,$9.29,0%,0%,68%
Sprite 1.25L,1,$6.00,$0.55,$4.27,0%,0%,29%
Arancini Balls [5pc],1,$22.62,$2.06,$0.00,0%,0%,0%
Corona,1,$10.50,$0.95,$2.58,0%,0%,75%
Regular Sanchez,1,$25.00,$2.27,$3.39,0%,0%,86%
Fries D,1,$13.00,$1.18,$0.00,0%,0%,0%
Large Sorrento.,1,$30.00,$2.73,$0.00,0%,0%,0%
Gluten-free Uber Margherita [Dine-in],1,$25.20,$2.29,$7.63,0%,0%,70%
Geppetto Pinot Noir - Large Glass,1,$24.78,$2.25,$5.85,0%,0%,76%
Coke Zero Can,1,$0.00,$0.00,$1.89,0%,0%,
No Aioli,1,$0.00,$0.00,$0.00,0%,0%,0%
$90 PIZZA PARTY,1,$90.00,$8.18,$0.00,0%,1%,0%
Gluten-free Roma Special,1,$30.00,$2.73,$8.47,0%,0%,72%
Tommy's Margarita,1,$14.40,$1.31,$4.97,0%,0%,65%
Regular Bubba Gump,1,$26.00,$2.36,$3.96,0%,0%,85%
No Chipotle Mayo,1,$0.00,$0.00,$0.00,0%,0%,0%
Patron Silver,1,$15.51,$1.41,$3.28,0%,0%,79%
Pineapple Juice [mixer],1,$0.00,$0.00,$0.59,0%,0%,
BBQ Wings,1,$15.21,$1.39,$3.14,0%,0%,79%
Coconut Margarita,1,$17.55,$1.60,$4.15,0%,0%,76%
Side Aioli,1,$0.52,$0.06,$0.00,0%,0%,0%
Jalapeño Marg,1,$17.55,$1.60,$0.81,0%,0%,95%
Add Chilli,1,$1.00,$0.09,$0.00,0%,0%,0%
Easy Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Chicken,1,$4.00,$0.36,$0.00,0%,0%,0%
Large Sanchez,1,$31.00,$2.82,$5.49,0%,0%,82%
Lime Wedge,1,$0.00,$0.00,$0.00,0%,0%,0%
BBQ Ribs,1,$45.48,$4.13,$0.00,0%,1%,0%
Add Rocket,1,$1.50,$0.14,$0.00,0%,0%,0%
Sweet Potato Fries,1,$13.43,$1.22,$2.53,0%,0%,81%
,605.5,"$8,306.89",$756.06,"$1,676.56",100%,100%,80%
