Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Family Jimmy Jury,1,$29.90,$2.72,$0.00,0%,1%,0%
Add Basil,1,$1.00,$0.09,$0.00,0%,0%,0%
Large Hail Africa,1,$0.00,$0.00,$6.24,0%,0%,
Family Hawaiian,1,$24.90,$2.26,$0.00,0%,1%,0%
Family Bubba Gump,1,$29.90,$2.72,$0.00,0%,1%,0%
Large Paddock,1,$31.00,$2.82,$5.11,0%,1%,84%
Chicken,1,$1.60,$0.14,$0.00,0%,0%,0%
Garlic  Bread,1,$0.00,$0.00,$1.42,0%,0%,
Regular Uber Margherita,1,$18.90,$1.72,$3.19,0%,1%,83%
Solo 1.25L,1,$7.00,$0.64,$2.03,0%,0%,71%
Add Prawns,1,$4.00,$0.36,$0.00,0%,0%,0%
Coke 1.25L,1,$0.00,$0.00,$3.69,0%,0%,
Add Capsicum,1,$1.50,$0.14,$0.00,0%,0%,0%
Choc  Brownie,1,$0.00,$0.00,$1.95,0%,0%,
Add Bacon,1,$4.00,$0.36,$0.00,0%,0%,0%
"Regular No Chorizo, No Cry",1,$19.90,$1.81,$2.50,0%,1%,87%
Coke Zero Can,1,$4.00,$0.36,$1.89,0%,0%,53%
Feast Deal Pizzas,1,$45.00,$4.09,$0.00,0%,1%,0%
Family Margherita,1,$23.90,$2.17,$0.00,0%,1%,0%
Family El Patron,1,$29.90,$2.72,$0.00,0%,1%,0%
Coke Zero 1.25L,1,$7.00,$0.64,$3.29,0%,0%,53%
Family Little Italy,1,$29.90,$2.72,$0.00,0%,1%,0%
Large Tandoori Chicken,1,$0.00,$0.00,$3.21,0%,0%,
Delivery Fee - Curl Curl / Manly / Dee Why,1,$6.50,$0.59,$0.00,0%,0%,0%
Family Sanchez,1,$29.90,$2.72,$0.00,0%,1%,0%
Gluten-free Bubba Gump,1,$32.00,$2.91,$8.40,0%,1%,74%
Extra Mozzarella,1,$2.50,$0.23,$0.00,0%,0%,0%
Large Truffalo Soldier,1,$26.90,$2.45,$4.56,0%,1%,83%
Add Sliced Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
Regular Truffalo Soldier,1,$24.00,$2.18,$3.27,0%,1%,86%
Large Vegetarian,1,$19.90,$1.81,$4.11,0%,1%,79%
Regular Sorrento,1,$25.90,$2.35,$4.11,0%,1%,84%
Large Sorrento,1,$26.90,$2.45,$7.17,0%,1%,73%
Add Chilli,1,$1.00,$0.09,$0.00,0%,0%,0%
Add Eggplant,1,$1.50,$0.14,$0.00,0%,0%,0%
Asahi 3.5% 6-pack D,1,$29.00,$2.64,$15.28,0%,1%,47%
,238,"$3,123.31",$287.41,$594.19,100%,100%,81%
