Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Side BBQ Sauce,8,$0.00,$0.00,$0.00,1%,0%,0%
Pink Lemonade Glass,8,$37.19,$3.39,$1.10,1%,0%,97%
Regular Super House Special,8,$174.00,$15.80,$44.22,1%,1%,75%
Kuku Sauvignon Blanc - Regular,8,$112.46,$10.20,$23.32,1%,1%,79%
Buffalo Wings,8,$144.58,$13.12,$31.22,1%,1%,78%
Rosemary Salted Fries,8,$92.83,$8.41,$14.84,1%,0%,84%
Flower Child,7,$155.44,$14.13,$20.04,0%,1%,87%
Large Super House Special,7,$148.00,$13.47,$54.04,0%,1%,63%
Kirin - Schooner,7,$99.86,$9.05,$26.27,0%,0%,74%
Kraken Rum,7,$98.00,$8.89,$14.83,0%,0%,85%
Kirin - Pint,7,$130.11,$11.82,$35.24,0%,1%,73%
BBQ Wings D,7,$80.00,$7.25,$21.99,0%,0%,73%
Regular Little Italy [Dine-in],7,$187.10,$16.98,$33.63,0%,1%,82%
Cheesy Garlic Bread,7,$50.00,$4.57,$12.41,0%,0%,75%
Lemonade Glass,7,$31.95,$2.92,$0.00,0%,0%,0%
Old Fashioned,6,$132.72,$12.07,$28.73,0%,1%,78%
Fish Tacos,6,$108.97,$9.92,$13.11,0%,1%,88%
Large Meatlovers,6,$149.00,$13.56,$41.74,0%,1%,72%
Large Hawaiian,6,$106.00,$9.66,$19.58,0%,0%,82%
Crankshaft IPA - Pint,6,$105.58,$9.60,$25.81,0%,0%,76%
Negroni,6,$113.06,$10.29,$23.22,0%,1%,79%
Trentham Estate Rosé - Regular,6,$52.88,$4.82,$12.66,0%,0%,76%
"Lemon, Lime & Bitters",6,$29.68,$2.67,$0.00,0%,0%,0%
Lime,6,$0.00,$0.00,$0.00,0%,0%,0%
Casa Gheller Prosecco - Glass,6,$96.00,$8.70,$20.08,0%,0%,79%
Little Dragon Can,6,$75.41,$6.88,$21.21,0%,0%,72%
Villa Fresco Sangiovese - Large,5,$96.86,$8.80,$20.10,0%,0%,79%
Regular New Yorker [Dine-in],5,$123.14,$11.19,$17.93,0%,1%,85%
Extra Veg,5,$15.30,$1.38,$0.00,0%,0%,0%
White Light Pure Vodka [House],5,$52.80,$4.80,$7.60,0%,0%,86%
Side Spicy Salsa,5,$5.06,$0.45,$0.00,0%,0%,0%
Regular Paddock,5,$114.00,$10.35,$15.50,0%,1%,86%
Fresh Lime Soda,5,$17.84,$1.63,$0.00,0%,0%,0%
Geppetto Pinot Noir - Bottle,5,$303.93,$27.61,$87.80,0%,1%,71%
Fish Burrito,5,$147.34,$13.41,$28.36,0%,1%,81%
Bang Bang Cauli,5,$86.69,$7.90,$13.81,0%,0%,84%
Pepsi Glass,5,$22.80,$2.09,$0.00,0%,0%,0%
Fancy Pants Parmy - Classic,5,$147.88,$13.47,$40.53,0%,1%,73%
Large Sorrento,4,$97.50,$8.85,$28.69,0%,0%,71%
Mother's Milk Shiraz - Large,4,$101.64,$9.23,$21.44,0%,0%,79%
Brownie,4,$49.61,$4.51,$11.29,0%,0%,77%
Stone & Wood - Schooner,4,$52.85,$4.79,$12.99,0%,0%,75%
Regular Pepperoni,4,$81.00,$7.36,$8.51,0%,0%,89%
Regular Hawaiian,4,$81.00,$7.36,$4.99,0%,0%,94%
Virgin Margy,4,$53.26,$4.84,$0.00,0%,0%,0%
Version Two Pinot Grigio - Bottle,4,$179.62,$16.32,$35.33,0%,1%,80%
Jack Daniels,4,$48.00,$4.36,$9.04,0%,0%,81%
Beef Burrito,4,$99.21,$9.03,$27.09,0%,0%,73%
Fresh is Best Summer Lager - Pint,4,$42.79,$3.88,$8.52,0%,0%,80%
Bread & Butter Pud,4,$65.61,$5.95,$0.00,0%,0%,0%
BBQ Wings,4,$69.25,$6.30,$12.56,0%,0%,82%
Large Margherita,4,$89.00,$8.09,$9.19,0%,0%,90%
Lepinja Bread,4,$41.00,$3.73,$0.00,0%,0%,0%
Bombay Sapphire,4,$56.00,$5.08,$9.29,0%,0%,83%
Roasted Tomato Coulis,4,$12.30,$1.11,$0.00,0%,0%,0%
Creme Brulee,4,$74.37,$6.75,$0.00,0%,0%,0%
Chicken Shindig Burger,4,$96.61,$8.79,$19.07,0%,0%,80%
Scorched As,4,$90.16,$8.19,$17.24,0%,0%,81%
Cri De Couer Pinot Noir - Regular.,4,$0.00,$0.00,$0.00,0%,0%,0%
San Pellegrino 500ml,4,$36.00,$3.28,$9.38,0%,0%,74%
Large New Yorker,3,$57.00,$5.18,$15.03,0%,0%,74%
Crankshaft IPA - Schooner,3,$40.94,$3.72,$9.62,0%,0%,76%
Petits Detours Rosé - Large,3,$77.46,$7.02,$17.39,0%,0%,78%
Peroni 0%,3,$27.30,$2.49,$5.56,0%,0%,80%
Rocket Man D,3,$45.00,$4.08,$0.00,0%,0%,0%
Large Paddock,3,$75.50,$6.87,$15.32,0%,0%,80%
Large BBQ Chicken Pizza,3,$50.00,$4.54,$12.51,0%,0%,75%
Swap Fries for Sweet Potato Fries,3,$6.14,$0.56,$0.00,0%,0%,0%
Kuku Sauvignon Blanc - Large,3,$71.27,$6.48,$14.57,0%,0%,80%
Buffalo Wings D,3,$48.50,$4.41,$11.71,0%,0%,76%
Baked Camembert,3,$76.33,$6.92,$0.00,0%,0%,0%
Nut Roast,3,$85.01,$7.73,$16.01,0%,0%,81%
Amalfi Olives,3,$34.88,$3.19,$0.00,0%,0%,0%
Glass of Ice on the Side,3,$0.00,$0.00,$0.00,0%,0%,0%
Large Bubba Gump,3,$64.00,$5.82,$16.60,0%,0%,74%
Coke Can,3,$12.00,$1.09,$5.67,0%,0%,53%
Tommy's Margarita,3,$71.29,$6.47,$14.92,0%,0%,79%
Add Chicken,3,$12.00,$1.08,$0.00,0%,0%,0%
Send Kids Food ASAP,3,$0.00,$0.00,$0.00,0%,0%,0%
Rooster Rojo Blanco Tequila [House],3,$33.00,$3.00,$7.06,0%,0%,79%
Make It A Burrito Bowl [gluten-free],3,$0.00,$0.00,$0.00,0%,0%,0%
On The Rocks,3,$0.00,$0.00,$0.00,0%,0%,0%
Island Time,3,$74.37,$6.76,$12.98,0%,0%,83%
Regular Sanchez [Dine-in],3,$80.56,$7.32,$10.18,0%,0%,87%
Chicken Burrito,3,$88.60,$8.07,$20.40,0%,0%,77%
Regular Hail Africa [Dine-in],3,$83.67,$7.61,$8.74,0%,0%,90%
A. Rodda Chardonnay - Regular,3,$28.00,$2.55,$22.62,0%,0%,19%
Version Two Pinot Grigio - Large,3,$58.89,$5.37,$8.83,0%,0%,85%
Add Anchovies,3,$6.00,$0.54,$0.00,0%,0%,0%
Status Quo - Schooner,3,$40.50,$3.69,$9.31,0%,0%,77%
Cosmo,3,$60.00,$5.46,$9.88,0%,0%,84%
Gluten-free Base,3,$15.48,$1.38,$12.30,0%,0%,21%
Regular Sorrento,3,$68.00,$6.18,$12.32,0%,0%,82%
Large Pepperoni,3,$40.00,$3.64,$13.69,0%,0%,66%
Biscoff Espresso,3,$71.27,$6.47,$9.76,0%,0%,86%
Regular Jimmy Jury [Dine-in],3,$82.76,$7.51,$10.01,0%,0%,88%
Kuku Sauvignon Blanc - Bottle,3,$174.00,$15.81,$43.72,0%,1%,75%
Coke 1.25L,3,$20.00,$1.83,$11.07,0%,0%,45%
Villa Fresco Sangiovese - Bottle,3,$138.81,$12.62,$36.18,0%,1%,74%
Regular Uber Margherita [Dine-in],2,$47.52,$4.32,$6.39,0%,0%,87%
Tonic [mixer],2,$0.00,$0.00,$1.61,0%,0%,
$21 Custom Cocktail,2,$39.90,$3.63,$0.00,0%,0%,0%
Open Price,2,$53.00,$4.82,$0.00,0%,0%,0%
Regular Meatlovers,2,$50.00,$4.54,$9.96,0%,0%,80%
Beef Burrito D,2,$60.00,$5.46,$13.54,0%,0%,77%
Unico Zelo Terra Cotta - Large,2,$57.82,$5.26,$14.59,0%,0%,75%
Easy Sauce,2,$0.00,$0.00,$0.00,0%,0%,0%
Guinness Draught - Schooner,2,$27.88,$2.53,$7.02,0%,0%,75%
Whisky Sour,2,$42.00,$3.82,$9.17,0%,0%,78%
Add Chilli,2,$2.00,$0.18,$0.00,0%,0%,0%
Large Little Italy,2,$62.00,$5.64,$17.68,0%,0%,71%
Large Vegetarian,2,$40.00,$3.64,$8.23,0%,0%,79%
Regular Little Italy,2,$39.00,$3.54,$9.61,0%,0%,75%
No Beans,2,$0.00,$0.00,$0.00,0%,0%,0%
Four Pillars Bloody Shiraz Gin,2,$27.54,$2.53,$5.68,0%,0%,79%
Online Discount,2,-$23.50,$0.00,$0.00,0%,-0%,0%
Whispering Angel Rosé - Regular,2,$57.87,$5.28,$13.84,0%,0%,76%
A. Rodda Tempranillo - Bottle,2,$136.80,$12.44,$55.72,0%,1%,59%
Pie,2,$63.59,$5.78,$0.00,0%,0%,0%
Lychee Martini,2,$35.11,$3.19,$7.25,0%,0%,79%
Philter Pale - Schooner,2,$21.35,$1.93,$0.00,0%,0%,0%
Gluten-free Margherita,2,$46.00,$4.18,$12.16,0%,0%,74%
Bang Bang Cauli D,2,$35.00,$3.18,$5.52,0%,0%,84%
Lemon Meringue Martini,2,$40.78,$3.70,$7.02,0%,0%,83%
Regular Truffalo Soldier [Dine-in],2,$52.85,$4.80,$6.54,0%,0%,88%
Send Kids Food With Mains,2,$0.00,$0.00,$0.00,0%,0%,0%
WINGS DEAL,2,$60.00,$5.46,$0.00,0%,0%,0%
Kids Hawaiian Pizza,2,$26.86,$2.44,$0.00,0%,0%,0%
Kids Nuggets & Chips,2,$25.13,$2.28,$4.49,0%,0%,82%
2 Glasses,2,$0.00,$0.00,$0.00,0%,0%,0%
Large El Patron,2,$40.50,$3.67,$11.71,0%,0%,71%
Sweet Potato Fries D,2,$27.90,$2.53,$5.06,0%,0%,82%
Year Wines Fiano - Regular,2,$36.59,$3.33,$8.55,0%,0%,77%
Fries D,2,$25.00,$2.27,$0.00,0%,0%,0%
Add Jalapenos,2,$2.53,$0.23,$0.00,0%,0%,0%
Medium Rare,2,$0.00,$0.00,$0.00,0%,0%,0%
Chicken Schnitty D,2,$50.00,$4.55,$0.00,0%,0%,0%
No Pineapple,2,$0.00,$0.00,$0.00,0%,0%,0%
Delivery Fee - Freshwater / Queenscliff,2,$10.00,$0.90,$0.00,0%,0%,0%
Stow Schnitty,2,$55.55,$5.05,$10.65,0%,0%,81%
Year Wines Fiano - Bottle,2,$142.00,$12.90,$42.74,0%,1%,70%
No Rice,2,$0.00,$0.00,$0.00,0%,0%,0%
Large Jimmy Jury,2,$57.00,$5.18,$12.37,0%,0%,78%
Extra Mozzarella,2,$5.00,$0.46,$0.00,0%,0%,0%
Make it Gluten-free [gf/vg bun w sweet pot. fries],2,$4.14,$0.38,$0.00,0%,0%,0%
Heaps Normal Tin,2,$22.37,$2.04,$5.34,0%,0%,76%
Regular BBQ Chicken Pizza,2,$49.00,$4.46,$5.97,0%,0%,88%
Four Pillars Bloody Shiraz Gin Tonica,2,$42.00,$3.82,$10.73,0%,0%,74%
Eggplant Schnitty,2,$53.72,$4.88,$8.53,0%,0%,84%
$45 FEAST,2,$90.00,$8.18,$0.00,0%,0%,0%
Jameson Irish Whiskey,2,$24.00,$2.18,$4.53,0%,0%,81%
Kids Icecream,2,$9.67,$0.87,$1.48,0%,0%,85%
Mothers Milk Shiraz D,2,$60.00,$5.45,$32.16,0%,0%,46%
Eggplant Parmy,2,$59.95,$5.45,$0.00,0%,0%,0%
Regular Bubba Gump,2,$46.00,$4.18,$7.92,0%,0%,83%
Make it Vegan [use vegan cheese],1,$0.00,$0.00,$0.00,0%,0%,0%
Unico Zelo Terra Cotta - Regular,1,$19.62,$1.78,$4.38,0%,0%,78%
Add Basil,1,$1.00,$0.09,$0.00,0%,0%,0%
4 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
No Sliced Tomato,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Hail Africa,1,$25.00,$2.27,$2.91,0%,0%,88%
Baked Camembert D,1,$21.00,$1.91,$0.00,0%,0%,0%
Padrillos Malbec - Bottle,1,$72.00,$6.55,$19.33,0%,0%,73%
No Jalape|os,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Cheese,1,$2.00,$0.18,$0.00,0%,0%,0%
Lepinja Bread D,1,$9.00,$0.82,$0.00,0%,0%,0%
Add Cherry Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
$60 BANQUET,1,$60.00,$5.45,$0.00,0%,0%,0%
Add Capsicum,1,$1.50,$0.14,$0.00,0%,0%,0%
Orange Juice Glass,1,$5.00,$0.45,$0.48,0%,0%,90%
No Shallots,1,$0.00,$0.00,$0.00,0%,0%,0%
Chashu Pork Belly,1,$0.00,$0.00,$0.00,0%,0%,0%
No Glasses Needed,1,$0.00,$0.00,$0.00,0%,0%,0%
Edamame,1,$11.00,$1.00,$0.00,0%,0%,0%
Regular Tandoori Chicken,1,$24.00,$2.17,$2.30,0%,0%,90%
Gluten-free El Patron [Dine-in],1,$31.00,$2.82,$8.63,0%,0%,72%
Dumplings - Beef & Cabbage,1,$13.00,$1.18,$0.00,0%,0%,0%
Cri De Couer Pinot Noir - Bottle,1,$127.00,$11.55,$62.15,0%,1%,51%
Gluten-free Super House Special,1,$24.00,$2.18,$9.97,0%,0%,58%
Lemonade [mixer],1,$0.00,$0.00,$0.80,0%,0%,
Seadrift Coast Non-alc G&T,1,$13.43,$1.22,$2.41,0%,0%,82%
Large Sanchez VEGAN,1,$31.00,$2.82,$4.22,0%,0%,86%
Monteith's Apple Cider Bottle,1,$10.84,$0.98,$3.11,0%,0%,71%
Regular New Yorker,1,$24.00,$2.18,$3.59,0%,0%,85%
Swap for Sweet Potato Fries,1,$2.07,$0.19,$0.00,0%,0%,0%
Ginger Ale,1,$4.14,$0.37,$0.00,0%,0%,0%
Dumplings - Veg Gyoza,1,$13.00,$1.18,$0.00,0%,0%,0%
Stow Soda - Passionfruit,1,$9.00,$0.82,$0.00,0%,0%,0%
Mojito,1,$21.00,$1.91,$1.87,0%,0%,91%
Large Roma Special,1,$25.00,$2.27,$5.63,0%,0%,77%
Add Mushrooms,1,$1.50,$0.14,$0.00,0%,0%,0%
Vodka Martini,1,$22.00,$2.00,$3.01,0%,0%,86%
Gluten-free [remove Yorkshire],1,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free Bubba Gump,1,$25.00,$2.27,$8.40,0%,0%,66%
Bundaberg Ginger Beer D,1,$8.00,$0.73,$3.59,0%,0%,55%
Solo 1.25L,1,$7.00,$0.64,$3.59,0%,0%,49%
Add Onion Rings,1,$3.60,$0.32,$0.00,0%,0%,0%
Less Cheese,1,$0.00,$0.00,$0.00,0%,0%,0%
Karaage Chicken,1,$6.40,$0.58,$0.00,0%,0%,0%
Side Guac,1,$1.00,$0.09,$0.00,0%,0%,0%
Under the Bridge Pizza,1,$26.86,$2.43,$4.08,0%,0%,85%
Add Pineapple,1,$1.50,$0.14,$0.00,0%,0%,0%
Fever-Tree Mediterannean  [mixer],1,$1.03,$0.09,$0.00,0%,0%,0%
Caramelised Onion Jam,1,$3.00,$0.27,$0.00,0%,0%,0%
Add BBQ Sauce,1,$1.50,$0.14,$0.00,0%,0%,0%
Add Onion,1,$1.50,$0.14,$0.00,0%,0%,0%
Trade Winds,1,$14.47,$1.31,$0.00,0%,0%,0%
Wolf Lane Navy Gin,1,$16.52,$1.49,$3.65,0%,0%,78%
Kids Meat Roast,1,$20.00,$1.83,$0.00,0%,0%,0%
Patron Silver Margarita,1,$24.78,$2.25,$5.05,0%,0%,80%
Philter Pale - Pint,1,$14.00,$1.27,$0.00,0%,0%,0%
San Pellegrino 500ml D,1,$8.00,$0.73,$2.34,0%,0%,71%
Classic,1,$0.00,$0.00,$0.00,0%,0%,0%
Kids Ham & Cheese Pizza,1,$13.43,$1.22,$0.00,0%,0%,0%
Casa Gheller Prosecco - Bottle,1,$64.00,$5.82,$16.73,0%,0%,74%
No Salt,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Side Salad,1,$3.00,$0.27,$0.00,0%,0%,0%
Cauliflower Burrito,1,$29.85,$2.72,$5.14,0%,0%,83%
Gluten-free Tandoori Chicken,1,$31.00,$2.82,$6.74,0%,0%,78%
No Cheese (Make It Dairy-Free),1,$0.00,$0.00,$0.00,0%,0%,0%
Large Tandoori Chicken,1,$12.50,$1.13,$3.21,0%,0%,74%
Sailor Jerry [House],1,$11.00,$1.00,$1.91,0%,0%,83%
Cauliflower Tacos D,1,$20.00,$1.82,$0.00,0%,0%,0%
Large Hail Africa,1,$27.00,$2.45,$6.24,0%,0%,77%
Add Garlic,1,$1.50,$0.14,$0.00,0%,0%,0%
French Martini,1,$20.00,$1.82,$3.91,0%,0%,80%
Coke Zero 1.25L,1,$0.00,$0.00,$3.98,0%,0%,
Sigurd GSM Red Blend - Regular,1,$20.00,$1.82,$4.62,0%,0%,77%
Coke Zero Can,1,$4.00,$0.36,$1.89,0%,0%,53%
Regular El Patron [Dine-in],1,$26.85,$2.43,$3.64,0%,0%,86%
Add Bacon,1,$4.00,$0.36,$0.00,0%,0%,0%
Regular Jimmy Jury,1,$19.50,$1.77,$3.34,0%,0%,83%
Ottelia Chardonnay - Large,1,$25.00,$2.27,$5.77,0%,0%,77%
Add Olives,1,$1.50,$0.14,$0.00,0%,0%,0%
Apple Juice Glass,1,$5.16,$0.46,$0.66,0%,0%,87%
No Olives,1,$0.00,$0.00,$0.00,0%,0%,0%
Four Pillars Rare Dry,1,$14.98,$1.37,$2.45,0%,0%,84%
Soda [mixer],1,$0.00,$0.00,$0.00,0%,0%,0%
Bundaberg Ginger Beer,1,$5.16,$0.46,$0.96,0%,0%,81%
Sprite Can,1,$4.00,$0.36,$1.90,0%,0%,53%
Add Corn,1,$1.50,$0.14,$0.00,0%,0%,0%
Grey Goose,1,$14.46,$1.31,$2.68,0%,0%,81%
Jala Marg PartyJar [6 serves],1,$55.00,$5.00,$0.00,0%,0%,0%
Dumplings - Prawn Har Gow [GF],1,$18.00,$1.64,$0.00,0%,0%,0%
No Chilli,1,$0.00,$0.00,$0.00,0%,0%,0%
Shredded Beef,1,$26.00,$2.36,$0.00,0%,0%,0%
Rocket Man,1,$18.00,$1.64,$3.20,0%,0%,82%
Chicken Parmy D,1,$25.00,$2.27,$0.00,0%,0%,0%
No Onion,1,$0.00,$0.00,$0.00,0%,0%,0%
Fellr Watermelon Seltzer Tin,1,$12.00,$1.09,$3.41,0%,0%,72%
Ice,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Meatlovers [Dine-in],1,$26.00,$2.36,$4.98,0%,0%,81%
Sour Cream,1,$1.00,$0.09,$0.00,0%,0%,0%
Stow Soda - Grapefruit,1,$8.10,$0.74,$0.08,0%,0%,99%
Ottelia Cab Sav - Regular,1,$17.00,$1.55,$4.61,0%,0%,73%
Hot Honey,1,$3.00,$0.27,$0.00,0%,0%,0%
Daiquiri,1,$21.69,$1.97,$2.49,0%,0%,89%
BBQ Ribs,1,$45.48,$4.13,$0.00,0%,0%,0%
Unico Zelo Terra Cotta D,1,$27.00,$2.46,$21.89,0%,0%,19%
No Caramelised Onion,1,$0.00,$0.00,$0.00,0%,0%,0%
A. Rodda Tempranillo - Regular,1,$18.59,$1.70,$5.57,0%,0%,70%
Jug of Water,1,$0.00,$0.00,$0.00,0%,0%,0%
Tonkotsu,1,$29.00,$2.64,$0.00,0%,0%,0%
Lime Wedge,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Uber Margherita,1,$27.00,$2.45,$4.46,0%,0%,83%
Pepsi [mixer],1,$0.00,$0.00,$0.80,0%,0%,
Stow's Irish Coffee,1,$15.00,$1.36,$0.92,0%,0%,94%
Sensei Calamari D,1,$21.00,$1.91,$2.31,0%,0%,89%
Side Sour Cream,1,$1.00,$0.09,$0.00,0%,0%,0%
Gluten-free [Corn Tortillas],1,$0.00,$0.00,$0.00,0%,0%,0%
No Pickle,1,$0.00,$0.00,$0.00,0%,0%,0%
VB Can D,1,$6.00,$0.55,$2.34,0%,0%,61%
Lagavulin 16yr,1,$27.00,$2.45,$7.50,0%,0%,72%
1 Glass,1,$0.00,$0.00,$0.00,0%,0%,0%
Moscow Mule,1,$21.00,$1.91,$3.40,0%,0%,84%
Extra Arancini Ball,1,$4.13,$0.37,$0.00,0%,0%,0%
Belvedere Vodka,1,$14.46,$1.31,$2.65,0%,0%,82%
Kahlúa Coffee Liqueur,1,$11.00,$1.00,$1.44,0%,0%,87%
Regular Cosmopolitan,1,$19.50,$1.77,$4.73,0%,0%,76%
Corona,1,$10.50,$0.95,$2.58,0%,0%,75%
Amarretto Sour,1,$21.00,$1.91,$4.09,0%,0%,81%
Olive,1,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free BBQ Chicken Pizza,1,$24.00,$2.18,$7.42,0%,0%,69%
Never Never Oyster Shell Gin,1,$15.49,$1.40,$2.78,0%,0%,82%
No Mayo,1,$0.00,$0.00,$0.00,0%,0%,0%
,"1,466.7","$21,399.08","$1,944.87","$3,759.95",100%,100%,82%
