Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Beef Cheek,2,$82.41,$7.49,$0.00,1%,2%,0%
Sweet Potato Fries,2,$26.43,$2.40,$5.06,1%,1%,81%
Swap for Sweet Potato Fries,2,$4.00,$0.36,$0.00,1%,0%,0%
Online Discount,2,$19.00,$0.00,$0.00,1%,0%,0%
Stow Soda - Passionfruit,2,$18.00,$1.64,$0.00,1%,0%,0%
Negroni,2,$36.00,$3.27,$7.91,1%,1%,78%
Crankshaft IPA - Pint,2,$35.00,$3.18,$8.60,1%,1%,75%
2x Aioli,2,$2.00,$0.18,$0.00,1%,0%,0%
Version Two Pinot Grigio - Regular,2,$14.00,$1.28,$3.53,1%,0%,75%
Beef Burrito D,2,$50.00,$4.55,$13.54,1%,1%,73%
Chicken Shindig Burger,2,$53.80,$4.89,$9.53,1%,1%,82%
Gluten-free Uber Margherita [Dine-in],2,$53.20,$4.86,$15.66,1%,1%,71%
Kirin - Pint,2,$33.30,$3.02,$10.11,1%,1%,70%
Villa Fresco Sangiovese - Regular,2,$24.00,$2.18,$4.82,1%,1%,80%
Tommy's Margarita,2,$32.00,$2.90,$9.39,1%,1%,71%
Heaps Normal Tin,2,$22.00,$2.00,$5.34,1%,1%,76%
Bang Bang Cauli,2,$17.56,$1.60,$5.52,1%,0%,69%
Large Tandoori Chicken,2,$54.80,$4.98,$6.98,1%,1%,87%
On The Rocks,2,$0.00,$0.00,$0.00,1%,0%,0%
Espresso Martini,2,$41.31,$3.76,$6.46,1%,1%,84%
Fresh is Best Summer Lager - Schooner,2,$17.00,$1.55,$3.18,1%,0%,81%
Buffalo Wings D,2,$35.80,$3.26,$7.80,1%,1%,78%
Jalapeños Inside Burrito,2,$0.00,$0.00,$0.00,1%,0%,0%
No Olives,2,$0.00,$0.00,$0.00,1%,0%,0%
Petits Detours Rosé - Regular,2,$32.00,$2.90,$6.96,1%,1%,78%
Add Jalapenos,2,$3.00,$0.28,$0.00,1%,0%,0%
Ottelia Cab Sav - Regular,2,$34.00,$3.10,$9.22,1%,1%,73%
Grifter Omen Stout Tin,2,$26.00,$2.36,$7.01,1%,1%,73%
Cheesy Garlic Bread,2,$15.90,$1.45,$3.55,1%,0%,78%
Regular Super House Special,2,$45.80,$4.16,$11.06,1%,1%,76%
Peroni 0%,1,$9.00,$0.82,$1.85,0%,0%,79%
Add Olives,1,$1.50,$0.14,$0.00,0%,0%,0%
Gluten-free Tandoori Chicken [Dine-in],1,$27.90,$2.54,$6.94,0%,1%,75%
Rocket Man D,1,$15.90,$1.45,$0.00,0%,0%,0%
Large Meatlovers,1,$31.90,$2.90,$6.47,0%,1%,80%
Dressing on the Side,1,$0.00,$0.00,$0.00,0%,0%,0%
Family Hawaiian,1,$0.00,$0.00,$0.00,0%,0%,0%
Extra Taco,1,$7.24,$0.67,$1.09,0%,0%,85%
San Pellegrino 500ml,1,$8.10,$0.74,$2.34,0%,0%,71%
Family Tandoori Chicken,1,$0.00,$0.00,$0.00,0%,0%,0%
Gin Martini,1,$22.73,$2.07,$4.12,0%,1%,82%
Amalfi Olives,1,$11.50,$1.05,$0.00,0%,0%,0%
Gluten-free Hawaiian [Dine-in],1,$23.40,$2.12,$6.77,0%,1%,71%
Large BBQ Chicken Pizza,1,$0.00,$0.00,$4.43,0%,0%,
Regular Hail Africa,1,$25.90,$2.35,$3.00,0%,1%,88%
BBQ Wings D,1,$0.00,$0.00,$3.14,0%,0%,
Add Ham,1,$2.70,$0.24,$0.00,0%,0%,0%
Soda [mixer],1,$0.00,$0.00,$0.00,0%,0%,0%
Philter XPA - Pint,1,$15.49,$1.40,$3.00,0%,0%,81%
Sunkissed Spritz,1,$16.53,$1.50,$4.57,0%,0%,72%
Regular Bubba Gump,1,$25.90,$2.35,$4.16,0%,1%,84%
Bombay Dry [House],1,$11.00,$1.00,$2.19,0%,0%,80%
Regular Margherita [Dine-in],1,$21.00,$1.91,$1.40,0%,0%,93%
Side Spicy Salsa,1,$0.00,$0.00,$0.00,0%,0%,0%
Beef Burger D,1,$24.00,$2.18,$0.00,0%,1%,0%
Coke 1.25L,1,$6.00,$0.55,$3.69,0%,0%,39%
Geppetto Pinot Noir - Large Glass,1,$24.00,$2.18,$5.85,0%,1%,76%
Add Pineapple,1,$1.50,$0.14,$0.00,0%,0%,0%
Ottelia Chardonnay - Regular,1,$16.00,$1.45,$3.46,0%,0%,78%
Side Guac,1,$0.00,$0.00,$0.00,0%,0%,0%
BBQ Wings,1,$16.90,$1.55,$3.14,0%,0%,81%
Regular Jimmy Jury [Dine-in],1,$27.89,$2.54,$3.51,0%,1%,87%
Family Sanchez,1,$29.90,$2.72,$0.00,0%,1%,0%
Delivery Fee - Curl Curl / Manly / Dee Why,1,$6.50,$0.59,$0.00,0%,0%,0%
Side Tomato Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Fresh Lime Soda,1,$3.50,$0.32,$0.00,0%,0%,0%
Chicken Burger D,1,$24.00,$2.18,$0.00,0%,1%,0%
Cauliflower Burrito,1,$0.00,$0.00,$5.14,0%,0%,
"Large No Chorizo, No Cry",1,$13.97,$1.28,$5.88,0%,0%,58%
Sensei Calamari,1,$19.50,$1.77,$2.31,0%,0%,88%
Swap Gravy for Aioli,1,$0.00,$0.00,$0.00,0%,0%,0%
Appleton Rum [House],1,$11.36,$1.03,$2.22,0%,0%,80%
Status Quo - Pint,1,$17.50,$1.59,$4.16,0%,0%,76%
Fries D,1,$12.00,$1.09,$0.00,0%,0%,0%
Corona,1,$10.84,$0.98,$2.57,0%,0%,76%
Add Side Queso Dip,1,$1.03,$0.09,$0.00,0%,0%,0%
Large Jimmy Jury,1,$26.90,$2.45,$6.47,0%,1%,76%
Dirty,1,$0.00,$0.00,$0.00,0%,0%,0%
No Garnish,1,$0.00,$0.00,$0.00,0%,0%,0%
Lemon Twist,1,$0.00,$0.00,$0.00,0%,0%,0%
Chicken Burrito,1,$11.56,$1.05,$6.80,0%,0%,41%
BBQ Ribs,1,$45.44,$4.14,$0.00,0%,1%,0%
Regular Sorrento,1,$19.90,$1.81,$4.28,0%,0%,78%
Large Cosmopolitan,1,$26.90,$2.45,$6.59,0%,1%,76%
Regular Cosmopolitan,1,$19.90,$1.81,$4.72,0%,0%,76%
Guinness Draught - Schooner,1,$13.50,$1.23,$3.54,0%,0%,74%
Regular BBQ Chicken Pizza,1,$23.90,$2.17,$3.17,0%,1%,87%
Side Aioli,1,$0.50,$0.05,$0.00,0%,0%,0%
Online Rounding,1,$10.00,$0.00,$0.00,0%,0%,0%
Sprite Can,1,$3.90,$0.35,$1.90,0%,0%,51%
Beef Burrito,1,$0.00,$0.00,$6.77,0%,0%,
Pepsi Glass,1,$4.65,$0.42,$0.00,0%,0%,0%
Cauliflower Tacos,1,$20.65,$1.88,$0.00,0%,0%,0%
WINGS DEAL,1,$30.00,$2.73,$0.00,0%,1%,0%
Fancy Pants Parmy - Mexicali,1,$30.99,$2.82,$0.00,0%,1%,0%
Buffalo Wings,1,$17.50,$1.60,$3.90,0%,0%,78%
Side BBQ Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Truffalo Soldier [Dine-in],1,$26.85,$2.43,$3.27,0%,1%,88%
Make it Vegetarian [plant-based patty],1,$4.13,$0.37,$0.00,0%,0%,0%
Large Little Italy,1,$26.90,$2.45,$9.12,0%,1%,66%
Fish Tacos,1,$20.67,$1.88,$2.18,0%,0%,89%
No Onion,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular El Patron,1,$25.90,$2.35,$3.79,0%,1%,85%
Rocket Man,1,$18.61,$1.70,$3.20,0%,0%,83%
Open Price,1,$84.00,$7.64,$0.00,0%,2%,0%
Sour Cream,1,$0.00,$0.00,$0.00,0%,0%,0%
Coconut Margarita,1,$23.00,$2.09,$3.98,0%,1%,83%
,315,"$4,279.90",$385.18,$844.50,100%,100%,80%
