Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Regular Jimmy Jury [Dine-in],1,$27.00,$2.45,$3.34,0%,1%,88%
Grifter Pale Ale Cans D,1,$7.00,$0.64,$3.09,0%,0%,56%
Coke 1.25L,1,$6.00,$0.55,$3.69,0%,0%,39%
.1.25L Sunkist,1,$0.00,$0.00,$0.00,0%,0%,0%
"Regular No Chorizo, No Cry",1,$19.50,$1.77,$2.50,0%,0%,87%
Regular Roma Special,1,$18.50,$1.68,$4.03,0%,0%,78%
Vegan Cheese [Pizza],1,$0.00,$0.00,$0.00,0%,0%,0%
Add Anchovies,1,$2.00,$0.18,$0.00,0%,0%,0%
Less Cheese,1,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free Uber Margherita,1,$24.00,$2.18,$7.63,0%,1%,68%
Large Paddock,1,$31.00,$2.82,$5.11,0%,1%,84%
Large Uber Margherita,1,$25.00,$2.27,$4.46,0%,1%,82%
Regular New Yorker,1,$19.50,$1.77,$3.59,0%,0%,82%
Regular BBQ Chicken Pizza,1,$19.50,$1.77,$2.99,0%,0%,85%
Gluten-free Margherita,1,$6.00,$0.55,$6.08,0%,0%,-1%
Add Capsicum,1,$1.50,$0.14,$0.00,0%,0%,0%
BBQ Wings [Wings Deal],1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Tandoori Chicken,1,$19.50,$1.77,$2.30,0%,0%,88%
Gluten-free Hawaiian,1,$28.00,$2.55,$6.77,0%,1%,76%
Add Calabrese,1,$2.85,$0.26,$0.00,0%,0%,0%
Regular El Patron [Dine-in],1,$26.00,$2.36,$3.64,0%,1%,86%
Add Ham,1,$3.00,$0.27,$0.00,0%,0%,0%
Large El Patron,1,$31.00,$2.82,$5.85,0%,1%,81%
Gluten-free Sorrento,1,$25.00,$2.27,$9.57,0%,1%,62%
Delivery Fee - Freshwater / Queenscliff,1,$5.00,$0.45,$0.00,0%,0%,0%
Regular Sanchez,1,$25.00,$2.27,$3.39,0%,1%,86%
Large New Yorker,1,$27.00,$2.45,$5.01,0%,1%,81%
.1.25L Coke Zero,1,$0.00,$0.00,$3.98,0%,0%,
Garlic  Bread.,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Hawaiian [Dine-in],1,$21.69,$1.97,$1.25,0%,1%,94%
Large Cosmopolitan,1,$25.00,$2.27,$6.61,0%,1%,74%
VB Can D,1,$6.00,$0.55,$2.34,0%,0%,61%
Regular Cosmopolitan [Dine-in],1,$26.00,$2.38,$4.73,0%,1%,82%
$90 PIZZA PARTY,1,$90.00,$8.18,$0.00,0%,2%,0%
Regular Bubba Gump [Dine-in],1,$26.00,$2.36,$3.96,0%,1%,85%
Large Jimmy Jury Wings Deal,1,$30.00,$2.73,$6.19,0%,1%,79%
Add Chicken,1,$4.13,$0.37,$0.00,0%,0%,0%
Coke Can,1,$4.00,$0.36,$1.89,0%,0%,53%
,312,"$4,031.66",$379.06,$861.33,100%,100%,79%
