Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Fish Tacos D,2,$38.00,$3.46,$4.37,0%,0%,89%
Large Paddock,2,$53.80,$4.90,$10.21,0%,0%,81%
Large New Yorker,2,$54.90,$4.99,$10.02,0%,0%,82%
Large Sanchez VEGAN,2,$53.80,$4.90,$8.44,0%,0%,84%
Dressing on the Side,2,$0.00,$0.00,$0.00,0%,0%,0%
Regular New Yorker,2,$42.90,$3.90,$7.17,0%,0%,83%
Year Wines Fiano - Regular,2,$36.00,$3.28,$6.63,0%,0%,82%
Add Chilli,2,$2.00,$0.18,$0.00,0%,0%,0%
Add Grilled Chicken,2,$12.40,$1.14,$0.00,0%,0%,0%
No Tomato,2,$0.00,$0.00,$0.00,0%,0%,0%
Add Pineapple,2,$3.00,$0.28,$0.00,0%,0%,0%
Large Sorrento,2,$53.80,$4.90,$14.34,0%,0%,73%
Cauliflower Burrito,2,$29.85,$2.72,$10.28,0%,0%,66%
Add Rocket,2,$3.05,$0.29,$0.00,0%,0%,0%
Coke 1.25L,2,$14.00,$1.28,$7.38,0%,0%,47%
Guinness Draught - Schooner,2,$27.00,$2.46,$7.08,0%,0%,74%
Chicken Burrito D,2,$52.00,$4.72,$13.60,0%,0%,74%
Extra Corn Chips,2,$1.60,$0.14,$0.00,0%,0%,0%
Add Bocconcini,2,$6.00,$0.54,$0.00,0%,0%,0%
WINGS DEAL,2,$60.00,$5.46,$0.00,0%,0%,0%
Side Spicy Salsa,2,$1.80,$0.16,$0.00,0%,0%,0%
Hendrick's Gin,2,$28.46,$2.58,$5.37,0%,0%,81%
Add Mushrooms,2,$3.00,$0.28,$0.00,0%,0%,0%
Regular Paddock,2,$39.80,$3.62,$6.20,0%,0%,84%
Rocket Man,2,$36.00,$3.28,$6.39,0%,0%,82%
Add Side Spicy Salsa,2,$2.06,$0.18,$0.00,0%,0%,0%
Farmhouse Salad,2,$51.45,$4.66,$0.00,0%,0%,0%
No Lettuce,2,$0.00,$0.00,$0.00,0%,0%,0%
Pepsi Max [mixer],2,$0.00,$0.00,$1.61,0%,0%,
Whisky Sour,2,$42.00,$3.82,$9.13,0%,0%,78%
Appleton Rum [House],2,$19.80,$1.80,$4.44,0%,0%,78%
Large Sanchez,2,$53.80,$4.90,$10.98,0%,0%,80%
Kids Nuggets & Chips,2,$26.84,$2.42,$4.49,0%,0%,83%
Under the Bridge Pizza,2,$53.70,$4.87,$8.16,0%,0%,85%
Dirty,2,$0.00,$0.00,$0.00,0%,0%,0%
No Pickle,2,$0.00,$0.00,$0.00,0%,0%,0%
Make It A Burrito Bowl [gluten-free],2,$0.00,$0.00,$0.00,0%,0%,0%
Large Jimmy Jury,2,$56.90,$5.18,$12.37,0%,0%,78%
Coke Zero Can,2,$8.00,$0.72,$3.78,0%,0%,53%
Make it Gluten-free [gf/vg bun w sweet pot. fries],2,$4.07,$0.37,$0.00,0%,0%,0%
Fever-Tree Light Tonic [mixer],2,$2.06,$0.18,$0.00,0%,0%,0%
Regular Truffalo Soldier,2,$39.80,$3.62,$6.54,0%,0%,84%
Send Kids Food ASAP,2,$0.00,$0.00,$0.00,0%,0%,0%
No Mayo,2,$0.00,$0.00,$0.00,0%,0%,0%
Ottelia Chardonnay - Large,2,$51.64,$4.69,$11.53,0%,0%,78%
Regular Cosmopolitan,2,$39.80,$3.62,$9.47,0%,0%,76%
Ottelia Cab Sav - Large,2,$51.30,$4.66,$15.36,0%,0%,70%
Jalapeños Inside Burrito,2,$1.60,$0.14,$0.00,0%,0%,0%
Apple Juice Glass,2,$10.17,$0.92,$1.32,0%,0%,87%
Onion Rings D,2,$22.90,$2.08,$0.00,0%,0%,0%
Add Capsicum,2,$3.00,$0.28,$0.00,0%,0%,0%
Status Quo - Pint,2,$35.57,$3.23,$8.33,0%,0%,77%
Side Gravy,2,$4.00,$0.36,$0.67,0%,0%,83%
Olive,2,$0.00,$0.00,$0.00,0%,0%,0%
Add Side Guac,2,$2.06,$0.18,$0.00,0%,0%,0%
Beef Burger D,2,$50.00,$4.54,$0.00,0%,0%,0%
Status Quo - Schooner,2,$27.44,$2.50,$6.21,0%,0%,77%
Regular Hail Africa [Dine-in],2,$54.93,$4.98,$5.82,0%,0%,89%
Family Super House Special,2,$59.80,$5.44,$0.00,0%,0%,0%
Jack Daniels,2,$24.78,$2.24,$3.88,0%,0%,84%
Veuve Clicquot Yellow Label - Glass,1,$36.00,$3.27,$15.74,0%,0%,56%
Swap Fries for BBQ Wings,1,$4.13,$0.37,$0.00,0%,0%,0%
$21 Custom Cocktail,1,$12.60,$1.15,$0.00,0%,0%,0%
Eggplant Parmy,1,$29.95,$2.73,$0.00,0%,0%,0%
La Petite Mort Rosso 2025 - Regular,1,$17.50,$1.59,$4.58,0%,0%,74%
Side Guacamole,1,$1.55,$0.15,$0.00,0%,0%,0%
Gluten-free Bubba Gump,1,$24.90,$2.26,$8.40,0%,0%,66%
No Glasses Needed,1,$0.00,$0.00,$0.00,0%,0%,0%
Delivery Fee - Curl Curl / Manly / Dee Why,1,$6.50,$0.59,$0.00,0%,0%,0%
Regular Hail Africa,1,$25.00,$2.27,$2.91,0%,0%,88%
Side Guac,1,$1.00,$0.09,$0.00,0%,0%,0%
Lemon,1,$0.00,$0.00,$0.00,0%,0%,0%
Sunkist 1.25L,1,$0.00,$0.00,$2.04,0%,0%,
Regular Bubba Gump,1,$26.00,$2.36,$3.96,0%,0%,85%
Lemonade Glass,1,$4.50,$0.41,$0.00,0%,0%,0%
No Burger Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
La Petite Mort Albarino 2025 - Regular,1,$18.07,$1.64,$4.58,0%,0%,75%
Add Cherry Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
Cheesy Garlic Bread,1,$6.00,$0.55,$1.77,0%,0%,70%
Year Wines 'Zagara' Orange - Regular,1,$16.52,$1.49,$3.42,0%,0%,79%
Banquet Deal Pizzas,1,$60.00,$5.45,$0.00,0%,0%,0%
Bombay Sapphire,1,$14.00,$1.27,$2.32,0%,0%,83%
Large El Patron,1,$31.00,$2.82,$5.85,0%,0%,81%
Monteith's Apple Cider Bottle,1,$10.50,$0.95,$3.11,0%,0%,70%
Gluten-free Paddock,1,$0.00,$0.00,$8.09,0%,0%,
Send Kids Food With Mains,1,$0.00,$0.00,$0.00,0%,0%,0%
Trutta Streamside Shiraz [Chilled] - Regular,1,$18.00,$1.64,$3.97,0%,0%,78%
Swap Gravy for Tomato Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Sailor Jerry [House],1,$11.00,$1.00,$1.91,0%,0%,83%
Hugo Spritz,1,$21.00,$1.91,$1.36,0%,0%,94%
Chicken Schnitty D,1,$28.00,$2.55,$0.00,0%,0%,0%
Add Basil,1,$1.00,$0.09,$0.00,0%,0%,0%
Delivery Fee - Freshwater / Queenscliff,1,$5.00,$0.45,$0.00,0%,0%,0%
Gluten-free Hawaiian,1,$19.90,$1.81,$6.77,0%,0%,66%
Old Fashioned,1,$22.00,$2.00,$4.77,0%,0%,78%
San Pellegrino 500ml,1,$9.00,$0.82,$2.34,0%,0%,74%
Add Olives,1,$1.50,$0.14,$0.00,0%,0%,0%
.Garlic Bread,1,$0.00,$0.00,$1.42,0%,0%,
No Olives,1,$0.00,$0.00,$0.00,0%,0%,0%
No Capsicum,1,$0.00,$0.00,$0.00,0%,0%,0%
Kids Margherita Pizza,1,$13.42,$1.22,$0.00,0%,0%,0%
Two Tonne Riesling - Regular,1,$20.00,$1.82,$4.27,0%,0%,79%
Axl Rose Pizza,1,$26.85,$2.43,$0.00,0%,0%,0%
Crankshaft IPA - Schooner,1,$13.50,$1.23,$3.21,0%,0%,76%
Better Beer Tin,1,$10.84,$0.98,$2.50,0%,0%,77%
Orange Juice Glass,1,$5.00,$0.45,$0.48,0%,0%,90%
Large Uber Margherita,1,$24.90,$2.26,$4.46,0%,0%,82%
Family Hawaiian,1,$24.90,$2.26,$0.00,0%,0%,0%
Gluten-free Uber Margherita,1,$0.00,$0.00,$7.63,0%,0%,
Chicken Shindig Burger,1,$27.78,$2.53,$4.77,0%,0%,83%
A. Rodda Chardonnay - Regular,1,$28.00,$2.55,$7.54,0%,0%,73%
Regular El Patron,1,$19.90,$1.81,$3.64,0%,0%,82%
Side Sour Cream,1,$0.80,$0.07,$0.00,0%,0%,0%
Fill w Ice,1,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free Truffalo Soldier [Dine-in],1,$31.00,$2.82,$7.71,0%,0%,75%
Trade Winds,1,$14.46,$1.31,$0.00,0%,0%,0%
Amarretto Sour,1,$21.00,$1.91,$4.09,0%,0%,81%
Family BBQ Chicken Pizza,1,$29.90,$2.72,$0.00,0%,0%,0%
Ottelia Cab Sav - Regular,1,$17.56,$1.61,$4.61,0%,0%,74%
Villa Fresco Sangiovese - Bottle,1,$50.69,$4.60,$12.06,0%,0%,76%
Add Spanish Onion,1,$1.50,$0.14,$0.00,0%,0%,0%
GF Flatbread,1,$4.00,$0.36,$0.00,0%,0%,0%
Island Time,1,$19.20,$1.74,$3.98,0%,0%,79%
Bundaberg Ginger Beer D,1,$8.00,$0.73,$3.30,0%,0%,59%
+$3 Premium Spirit,1,$3.00,$0.27,$0.00,0%,0%,0%
Peroni,1,$10.50,$0.95,$2.56,0%,0%,76%
Year Wines Fiano - Large,1,$27.00,$2.45,$5.52,0%,0%,80%
Piña Colada,1,$23.00,$2.09,$2.08,0%,0%,91%
Arancini Balls 5pcs D,1,$17.50,$1.59,$0.00,0%,0%,0%
Extra Arancini Ball,1,$4.00,$0.36,$0.00,0%,0%,0%
Side BBQ Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
1 Glass,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Sorrento,1,$9.97,$0.91,$4.11,0%,0%,59%
Mother's Milk Shiraz - Large,1,$25.82,$2.35,$5.36,0%,0%,79%
A. Rodda Tempranillo - Regular,1,$18.59,$1.69,$5.57,0%,0%,70%
.1.25L Coke Zero,1,$0.00,$0.00,$3.29,0%,0%,
Beef Burrito,1,$29.85,$2.72,$6.77,0%,0%,77%
Extra Mozzarella,1,$2.50,$0.23,$0.00,0%,0%,0%
Chicken Burrito,1,$11.56,$1.05,$6.80,0%,0%,41%
VB Can D,1,$6.00,$0.55,$2.34,0%,0%,61%
Regular Bubba Gump [Dine-in],1,$26.00,$2.36,$3.96,0%,0%,85%
San Giorgio Ciampoleto Rosso di Montalcino 2023 - Regular Glass,1,$29.00,$2.64,$8.14,0%,0%,72%
Veuve Clicquot Yellow Label - Bottle,1,$142.00,$12.91,$78.68,0%,1%,45%
Margy Duo [2 serves],1,$23.00,$2.09,$0.00,0%,0%,0%
Regular Garlic Cheese Pizza,1,$9.00,$0.82,$1.39,0%,0%,85%
No Garlic,1,$0.00,$0.00,$0.00,0%,0%,0%
Fish Burrito,1,$29.85,$2.72,$5.67,0%,0%,81%
Pie D,1,$28.00,$2.55,$0.00,0%,0%,0%
No Ham,1,$0.00,$0.00,$0.00,0%,0%,0%
Philter Pale - Pint,1,$9.30,$0.85,$0.00,0%,0%,0%
Sigurd White Blend - Bottle,1,$79.52,$7.23,$23.10,0%,1%,71%
Pink Lemonade Glass,1,$4.50,$0.41,$0.14,0%,0%,97%
Hawaiian.,1,$0.00,$0.00,$0.00,0%,0%,0%
Davy's Old Fashioned,1,$24.78,$2.25,$4.75,0%,0%,81%
Chicken Parmy D,1,$31.00,$2.82,$0.00,0%,0%,0%
Cosmopolitan.,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Cosmopolitan [Dine-in],1,$26.00,$2.36,$4.73,0%,0%,82%
$90 PIZZA PARTY,1,$90.00,$8.18,$0.00,0%,1%,0%
Casa Gheller Prosecco D,1,$30.00,$2.73,$16.73,0%,0%,44%
Add Side Salad,1,$3.00,$0.27,$0.00,0%,0%,0%
Jug of Water,1,$0.00,$0.00,$0.00,0%,0%,0%
Fries D,1,$12.00,$1.09,$0.00,0%,0%,0%
No Beans,1,$0.00,$0.00,$0.00,0%,0%,0%
Casa Gheller Prosecco - Bottle,1,$66.10,$6.01,$16.73,0%,0%,75%
Regular Little Italy,1,$19.90,$1.81,$4.80,0%,0%,76%
Add Garlic,1,$1.50,$0.14,$0.00,0%,0%,0%
3 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
Beetle Juice,1,$17.60,$1.60,$3.66,0%,0%,79%
Sour Cream,1,$1.00,$0.09,$0.00,0%,0%,0%
Gluten-free Little Italy [Dine-in],1,$31.00,$2.82,$10.77,0%,0%,65%
Jala Marg PartyJar [6 serves],1,$55.00,$5.00,$0.00,0%,0%,0%
Large Tandoori Chicken,1,$24.90,$2.26,$3.21,0%,0%,87%
Pie,1,$33.98,$3.09,$0.00,0%,0%,0%
No Rice,1,$0.00,$0.00,$0.00,0%,0%,0%
No Sugar,1,$0.00,$0.00,$0.00,0%,0%,0%
Little Italy.,1,$0.00,$0.00,$0.00,0%,0%,0%
Whispering Angel Rosé - Large,1,$44.41,$4.04,$11.23,0%,0%,75%
Swap Fries for Sweet Potato Fries,1,$2.07,$0.19,$0.00,0%,0%,0%
2 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
Holy Guacamole,1,$16.00,$1.45,$3.67,0%,0%,77%
,"1,187.1","$15,792.80","$1,450.03","$3,145.55",100%,100%,80%
