Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Side Chipotle Mayo,2,$2.03,$0.18,$0.00,1%,0%,0%
Regular Pepperoni,2,$28.83,$2.62,$4.60,1%,1%,84%
Archie Rose Signature Gin,2,$26.86,$2.44,$5.48,1%,1%,80%
Chicken Burrito,2,$23.12,$2.10,$13.60,1%,1%,41%
Kuku Sauvignon Blanc - Large,2,$46.75,$4.25,$9.72,1%,1%,79%
"Regular No Chorizo, No Cry [Dine-in]",2,$36.00,$3.28,$5.35,1%,1%,85%
Sigurd GSM Red Blend - Regular,2,$40.00,$3.64,$9.24,1%,1%,77%
Sensei Calamari,2,$40.28,$3.66,$4.61,1%,1%,89%
Large New Yorker,2,$49.80,$4.52,$10.58,1%,1%,79%
Villa Fresco Sangiovese - Regular,2,$19.00,$1.73,$4.82,1%,1%,75%
Large Super House Special,2,$31.90,$2.90,$15.45,1%,1%,52%
Hugo Spritz,1,$21.70,$1.99,$1.36,0%,1%,94%
Add Mushrooms,1,$1.55,$0.14,$0.00,0%,0%,0%
Regular Super House Special [Dine-in],1,$18.59,$1.70,$5.53,0%,0%,70%
Bundaberg Ginger Beer D,1,$7.90,$0.72,$3.30,0%,0%,58%
Add Pepperoni,1,$3.00,$0.27,$0.00,0%,0%,0%
Under the Bridge Pizza,1,$20.45,$1.86,$4.34,0%,1%,79%
Kuku Sauvignon Blanc - Regular,1,$14.00,$1.27,$2.91,0%,0%,79%
Large Sanchez,1,$0.00,$0.00,$5.00,0%,0%,
Orange,1,$0.00,$0.00,$0.00,0%,0%,0%
Coconut Margarita,1,$15.18,$1.38,$3.98,0%,0%,74%
Gluten-free Margherita,1,$19.53,$1.77,$6.28,0%,1%,68%
Jalapeño Marg,1,$23.75,$2.15,$0.83,0%,1%,96%
Large Paddock,1,$0.00,$0.00,$5.36,0%,0%,
Add Bacon,1,$4.00,$0.36,$0.00,0%,0%,0%
Padrillos Malbec - Regular,1,$11.88,$1.08,$3.87,0%,0%,67%
Family Meatlovers,1,$29.90,$2.72,$0.00,0%,1%,0%
San Pellegrino 500ml,1,$9.30,$0.85,$2.34,0%,0%,75%
Tommy's Margarita,1,$23.75,$2.16,$4.70,0%,1%,80%
Mie Goreng,1,$9.20,$0.84,$0.00,0%,0%,0%
Fried Rice,1,$9.20,$0.84,$0.00,0%,0%,0%
Family Sorrento,1,$29.90,$2.72,$0.00,0%,1%,0%
Make It A Burrito Bowl [gluten-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Bang Bang Cauli,1,$17.55,$1.58,$2.76,0%,0%,84%
Large Tandoori Chicken,1,$0.00,$0.00,$3.49,0%,0%,
Add Calabrese,1,$4.00,$0.36,$0.00,0%,0%,0%
Fresh is Best Lager - Schooner,1,$9.40,$0.85,$1.82,0%,0%,81%
Add Ham,1,$3.00,$0.27,$0.00,0%,0%,0%
Regular Uber Margherita [Dine-in],1,$18.59,$1.70,$3.39,0%,0%,82%
Beef Cheek,1,$15.96,$1.45,$0.00,0%,0%,0%
Coke 1.25L,1,$6.90,$0.63,$3.69,0%,0%,47%
Side Guacamole,1,$1.55,$0.15,$0.00,0%,0%,0%
"Regular No Chorizo, No Cry",1,$19.90,$1.81,$2.67,0%,1%,87%
Regular Uber Margherita,1,$18.90,$1.72,$3.39,0%,1%,82%
Add Onion,1,$1.50,$0.14,$0.00,0%,0%,0%
Trentham Estate Rosé - Regular,1,$12.40,$1.13,$2.11,0%,0%,83%
Fresh Lime Soda,1,$3.50,$0.32,$0.00,0%,0%,0%
Ottelia Chardonnay - Regular,1,$16.52,$1.49,$3.46,0%,0%,79%
Family Pepperoni,1,$24.90,$2.26,$0.00,0%,1%,0%
Add Lepinja Bread,1,$6.20,$0.57,$0.00,0%,0%,0%
Beef Roast,1,$19.80,$1.80,$5.70,0%,1%,71%
Fresh is Best Summer Lager - Pint,1,$11.88,$1.08,$2.13,0%,0%,82%
Large Pepperoni,1,$19.93,$1.81,$4.85,0%,1%,76%
Petits Detours Rosé - Regular,1,$10.56,$0.96,$3.48,0%,0%,67%
Sunkissed Spritz,1,$16.00,$1.45,$4.57,0%,0%,71%
Flower Child,1,$22.72,$2.07,$2.95,0%,1%,87%
Less Cheese,1,$0.00,$0.00,$0.00,0%,0%,0%
Side Sour Cream,1,$1.50,$0.14,$0.00,0%,0%,0%
Bang Bang Cauli D,1,$16.00,$1.45,$2.76,0%,0%,83%
Axl Rose Pizza,1,$18.59,$1.70,$0.00,0%,0%,0%
No Anchovies,1,$0.00,$0.00,$0.00,0%,0%,0%
Amarretto Sour,1,$13.86,$1.26,$4.09,0%,0%,70%
Glass of Ice on the Side,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Cosmopolitan,1,$19.90,$1.81,$4.72,0%,1%,76%
No Onion,1,$0.00,$0.00,$0.00,0%,0%,0%
One Ice Cube,1,$0.00,$0.00,$0.00,0%,0%,0%
Buffalo Wings,1,$18.07,$1.64,$3.90,0%,0%,78%
Beef Burrito,1,$11.56,$1.08,$6.77,0%,0%,41%
Regular Truffalo Soldier [Dine-in],1,$18.59,$1.69,$3.27,0%,0%,82%
Regular BBQ Chicken Pizza [Dine-in],1,$18.62,$1.70,$3.17,0%,0%,83%
3 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
Ravensworth Skins Gris - Regular,1,$19.00,$1.73,$3.67,0%,1%,81%
Buffalo Wings D,1,$17.90,$1.63,$3.90,0%,0%,78%
"Large No Chorizo, No Cry",1,$26.90,$2.45,$5.88,0%,1%,78%
Espresso Martini,1,$20.66,$1.88,$3.23,0%,1%,84%
Extra Mozzarella,1,$2.58,$0.24,$0.00,0%,0%,0%
No Olives,1,$0.00,$0.00,$0.00,0%,0%,0%
Status Quo - Pint,1,$15.75,$1.44,$4.16,0%,0%,74%
Amalfi Olives,1,$11.87,$1.08,$0.00,0%,0%,0%
Btl Ottelia Chardonnay D,1,$26.10,$2.37,$17.29,0%,1%,34%
Large Margherita,1,$18.53,$1.68,$2.58,0%,0%,86%
Regular Meatlovers,1,$19.90,$1.81,$4.63,0%,1%,77%
Delivery Fee - Freshwater / Queenscliff,1,$5.00,$0.45,$0.00,0%,0%,0%
Large Cosmopolitan,1,$31.90,$2.90,$6.59,0%,1%,79%
Add Olives,1,$1.50,$0.14,$0.00,0%,0%,0%
Add Chilli,1,$1.00,$0.09,$0.00,0%,0%,0%
Roast Turkey,1,$12.00,$1.09,$0.00,0%,0%,0%
No Bacon,1,$0.00,$0.00,$0.00,0%,0%,0%
BBQ Wings D,1,$0.00,$0.00,$3.14,0%,0%,
Regular Garlic Cheese Pizza,1,$16.90,$1.54,$1.39,0%,0%,92%
Gluten-free The Paddock [Dine-in],1,$21.00,$1.91,$8.28,0%,1%,61%
Large Sorrento,1,$0.00,$0.00,$7.45,0%,0%,
Sigurd GSM Red Blend - Bottle,1,$77.00,$7.00,$23.10,0%,2%,70%
Pepsi Glass,1,$4.50,$0.41,$0.00,0%,0%,0%
,316,"$3,766.01",$346.86,$801.46,100%,100%,79%
