Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Regular BBQ Chicken Pizza,2,$47.80,$4.34,$6.34,1%,2%,87%
Delivery Fee - Freshwater / Queenscliff,2,$10.00,$0.90,$0.00,1%,0%,0%
Large Jimmy Jury,1,$26.90,$2.45,$6.47,0%,1%,76%
Regular El Patron [Dine-in],1,$26.85,$2.43,$3.79,0%,1%,86%
Add Anchovies,1,$2.00,$0.18,$0.00,0%,0%,0%
Large Hail Africa,1,$0.00,$0.00,$6.38,0%,0%,
Add Spanish Onion,1,$1.50,$0.14,$0.00,0%,0%,0%
Regular Vegetarian,1,$15.90,$1.45,$2.37,0%,1%,85%
Axl Rose Pizza,1,$26.85,$2.44,$0.00,0%,1%,0%
Family Truffalo Soldier,1,$29.90,$2.72,$0.00,0%,1%,0%
Gluten-free Pepperoni,1,$19.90,$1.81,$7.91,0%,1%,60%
Large Sanchez,1,$31.90,$2.90,$5.00,0%,1%,84%
Add Bacon,1,$4.00,$0.36,$0.00,0%,0%,0%
Regular Bubba Gump [Dine-in],1,$24.33,$2.21,$4.16,0%,1%,83%
Large Tandoori Chicken,1,$29.90,$2.72,$3.49,0%,1%,88%
Add Chilli,1,$1.00,$0.09,$0.00,0%,0%,0%
Large Bubba Gump,1,$31.90,$2.90,$5.81,0%,1%,82%
Add Eggplant,1,$1.50,$0.14,$0.00,0%,0%,0%
Regular Sanchez [Dine-in],1,$26.85,$2.44,$2.85,0%,1%,89%
Add Pepperoni,1,$3.00,$0.27,$0.00,0%,0%,0%
Add Capsicum,1,$1.50,$0.14,$0.00,0%,0%,0%
Large Meatlovers,1,$0.00,$0.00,$6.47,0%,0%,
Regular Sanchez,1,$19.90,$1.81,$2.85,0%,1%,86%
Add Pesto,1,$1.00,$0.09,$0.00,0%,0%,0%
Add Calabrese,1,$4.00,$0.36,$0.00,0%,0%,0%
WINGS DEAL,1,$30.00,$2.73,$0.00,0%,1%,0%
Regular New Yorker [Dine-in],1,$24.00,$2.18,$3.79,0%,1%,84%
Family New Yorker,1,$28.90,$2.63,$0.00,0%,1%,0%
Gluten-free Super House Special,1,$0.00,$0.00,$9.97,0%,0%,
Regular Truffalo Soldier [Dine-in],1,$26.89,$2.44,$3.27,0%,1%,88%
Regular Bubba Gump,1,$25.90,$2.34,$4.16,0%,1%,84%
Regular Uber Margherita [Dine-in],1,$23.00,$2.09,$3.39,0%,1%,85%
Add Garlic Base,1,$1.50,$0.14,$0.00,0%,0%,0%
Family Pepperoni,1,$24.90,$2.26,$0.00,0%,1%,0%
San Pellegrino 500ml D,1,$7.90,$0.72,$2.34,0%,0%,70%
Less Cheese,1,$0.00,$0.00,$0.00,0%,0%,0%
,231,"$2,771.24",$259.45,$562.72,100%,100%,80%
