Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Little Dragon Can,4,$50.00,$4.56,$13.97,1%,1%,72%
Regular Sanchez [Dine-in],4,$73.77,$6.71,$13.57,1%,2%,82%
Regular Jimmy Jury [Dine-in],3,$55.77,$5.07,$10.01,1%,1%,82%
Corona,3,$31.50,$2.85,$7.73,1%,1%,75%
Status Quo - Schooner,3,$40.50,$3.69,$9.31,1%,1%,77%
Version Two Sparkling - Regular,3,$37.19,$3.38,$5.30,1%,1%,86%
BBQ Wings,3,$52.39,$4.78,$9.42,1%,1%,82%
Mother's Milk Shiraz - Regular,3,$30.00,$2.72,$9.65,1%,1%,68%
Regular Meatlovers [Dine-in],3,$55.78,$5.08,$14.94,1%,1%,73%
Bundaberg Ginger Beer,3,$15.00,$1.35,$2.64,1%,0%,82%
Sweet Potato Fries,3,$39.85,$3.60,$7.58,1%,1%,81%
Padrillos Malbec - Large,2,$55.78,$5.06,$12.89,1%,1%,77%
Pepsi Glass,2,$9.00,$0.82,$0.00,1%,0%,0%
Grifter Pale - Schooner,2,$18.50,$1.69,$4.96,1%,0%,73%
"Lemon, Lime & Bitters",2,$10.33,$0.93,$0.00,1%,0%,0%
Fresh Lime Soda,2,$7.12,$0.66,$0.00,1%,0%,0%
Axl Rose Pizza,2,$37.18,$3.40,$0.00,1%,1%,0%
Jalapeño Marg,2,$39.00,$3.54,$1.62,1%,1%,96%
Regular Super House Special,2,$43.50,$3.95,$11.06,1%,1%,75%
Regular The Paddock [Dine-in],2,$37.18,$3.38,$6.20,1%,1%,83%
Regular El Patron [Dine-in],2,$37.18,$3.38,$7.28,1%,1%,80%
Regular Super House Special [Dine-in],2,$36.59,$3.34,$11.06,1%,1%,70%
Regular New Yorker [Dine-in],2,$37.18,$3.39,$7.17,1%,1%,81%
Virgin Margy,2,$26.00,$2.36,$0.00,1%,1%,0%
Unico Zelo Terra Cotta - Regular,2,$38.00,$3.46,$8.76,1%,1%,77%
Side Tomato Sauce,2,$0.00,$0.00,$0.00,1%,0%,0%
Regular Vegetarian [Dine-in],2,$36.59,$3.34,$4.74,1%,1%,87%
Regular No Chorizo No Cry Solo Combo,1,$25.00,$2.27,$2.50,0%,1%,90%
Regular Margherita,1,$0.00,$0.00,$1.23,0%,0%,
Whisky Sour,1,$21.00,$1.91,$4.57,0%,1%,78%
Regular Sorrento [Dine-in],1,$18.00,$1.64,$4.11,0%,0%,77%
2x Aioli,1,$1.03,$0.09,$0.00,0%,0%,0%
Regular Pepperoni [Dine-in],1,$18.60,$1.69,$0.00,0%,0%,0%
Add Mushrooms,1,$1.55,$0.15,$0.00,0%,0%,0%
Gluten-free Hail Africa [Dine-in],1,$0.00,$0.00,$8.91,0%,0%,
Add Fetta,1,$3.00,$0.27,$0.00,0%,0%,0%
Fresh is Best Summer Lager - Schooner,1,$8.78,$0.80,$1.59,0%,0%,82%
Regular Bubba Gump [Dine-in],1,$18.00,$1.64,$3.96,0%,0%,78%
Gluten-free Margherita [Dine-in],1,$21.00,$1.91,$6.08,0%,1%,71%
Regular Meatlovers,1,$25.00,$2.27,$4.98,0%,1%,80%
Philter Pale - Schooner,1,$10.85,$0.99,$0.00,0%,0%,0%
Sprite Can,1,$0.00,$0.00,$1.90,0%,0%,
Scorched As,1,$22.00,$2.00,$4.15,0%,1%,81%
Asahi 3.5%,1,$0.00,$0.00,$2.55,0%,0%,
Regular Little Italy,1,$25.00,$2.27,$4.80,0%,1%,81%
Peroni 0%,1,$9.00,$0.82,$1.85,0%,0%,79%
No Chilli,1,$0.00,$0.00,$0.00,0%,0%,0%
Crankshaft IPA - Pint,1,$17.50,$1.59,$4.30,0%,0%,75%
Buffalo Wings,1,$18.07,$1.64,$3.90,0%,0%,78%
Regular Roma Special [Dine-in],1,$18.00,$1.64,$4.03,0%,0%,78%
Glass of Ice on the Side,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Sanchez VEGAN [Dine-in],1,$18.00,$1.64,$3.02,0%,0%,83%
Villa Fresco Sangiovese - Large,1,$19.00,$1.73,$4.02,0%,0%,79%
Large Paddock,1,$27.00,$2.45,$5.11,0%,1%,81%
Online Surcharge,1,$1.68,$0.00,$0.00,0%,0%,0%
Padrillos Malbec - Regular,1,$16.20,$1.48,$3.87,0%,0%,76%
Baked Camembert,1,$22.41,$2.03,$0.00,0%,1%,0%
Stow Soda - Passionfruit,1,$9.29,$0.84,$0.00,0%,0%,0%
BBQ Wings D,1,$6.40,$0.58,$3.14,0%,0%,51%
Lepinja Bread D,1,$9.00,$0.82,$0.00,0%,0%,0%
Add Olives,1,$1.55,$0.15,$0.00,0%,0%,0%
San Pellegrino 500ml,1,$9.00,$0.82,$2.34,0%,0%,74%
Delivery Fee - Freshwater / Queenscliff,1,$5.00,$0.45,$0.00,0%,0%,0%
Regular Truffalo Soldier,1,$18.50,$1.68,$3.27,0%,0%,82%
No Cherry Tomatoes,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Sorrento,1,$20.00,$1.82,$4.11,0%,1%,79%
Cheesy Garlic Bread,1,$8.00,$0.73,$1.77,0%,0%,78%
Philter Old Ale Can,1,$10.34,$0.94,$0.00,0%,0%,0%
Amalfi Olives,1,$11.88,$1.09,$0.00,0%,0%,0%
Delivery Fee - Curl Curl / Manly / Dee Why,1,$6.50,$0.59,$0.00,0%,0%,0%
Trutta Streamside Shiraz [Chilled] - Regular,1,$16.20,$1.48,$3.97,0%,0%,76%
Grifter Serpents Kiss Can,1,$10.00,$0.91,$3.19,0%,0%,68%
Onion Rings,1,$12.39,$1.12,$0.00,0%,0%,0%
Regular Uber Margherita [Dine-in],1,$18.59,$1.69,$3.19,0%,0%,83%
Kids Margherita Pizza,1,$13.00,$1.18,$0.00,0%,0%,0%
Large Pepperoni,1,$20.00,$1.82,$4.56,0%,1%,77%
Send Kids Food ASAP,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Ham,1,$3.00,$0.27,$0.00,0%,0%,0%
Ottelia Chardonnay - Large,1,$25.82,$2.34,$5.77,0%,1%,78%
Add Prawns,1,$4.00,$0.36,$0.00,0%,0%,0%
No red onion,1,$0.00,$0.00,$0.00,0%,0%,0%
Side Gravy,1,$1.50,$0.14,$0.34,0%,0%,78%
Casa Gheller Prosecco - Glass,1,$16.00,$1.45,$3.35,0%,0%,79%
Regular Tandoori Chicken,1,$19.50,$1.77,$2.30,0%,0%,88%
Trentham Estate Rosé - Regular,1,$7.00,$0.64,$2.11,0%,0%,70%
Aperol Spritz,1,$20.66,$1.88,$3.55,0%,1%,83%
,305,"$3,922.30",$356.44,$804.03,100%,100%,80%
