Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Regular Pepperoni,7,$136.40,$12.40,$16.09,1%,1%,88%
Buffalo Wings,6,$108.42,$9.84,$23.41,1%,1%,78%
Rooster Rojo Blanco Tequila [House],6,$66.00,$6.00,$13.28,1%,0%,80%
Fish Tacos,6,$121.98,$11.10,$13.11,1%,1%,89%
Villa Fresco Sangiovese - Regular,6,$55.46,$5.05,$14.47,1%,0%,74%
Pink Lemonade Glass,6,$27.15,$2.47,$0.82,1%,0%,97%
American Standard Burger,6,$136.26,$12.40,$35.06,1%,1%,74%
Regular Super House Special,6,$131.40,$11.94,$33.22,1%,1%,75%
Regular Uber Margherita [Dine-in],6,$118.80,$10.79,$20.36,1%,1%,83%
Arancini Balls [5pc],6,$134.28,$12.21,$0.00,1%,1%,0%
Bombay Dry [House],6,$64.17,$5.84,$13.11,1%,0%,80%
Brownie D,6,$12.90,$1.17,$11.68,1%,0%,9%
Kirin - Schooner,5.7,$77.84,$7.06,$21.44,1%,1%,72%
Ottelia Chardonnay - Regular,5,$80.00,$7.25,$17.30,0%,1%,78%
Version Two Sparkling - Regular,5,$60.40,$5.49,$8.83,0%,0%,85%
Regular Little Italy [Dine-in],5,$106.58,$9.68,$24.88,0%,1%,77%
Bacardi Blanca [House],5,$55.38,$5.03,$10.68,0%,0%,81%
Side BBQ Sauce,5,$0.00,$0.00,$0.00,0%,0%,0%
$45 FEAST,5,$225.00,$20.45,$0.00,0%,2%,0%
Chicken Burrito,5,$146.39,$13.32,$33.99,0%,1%,77%
Large Hawaiian,5,$65.70,$5.97,$16.38,0%,0%,75%
Petits Detours Rosé - Regular,5,$77.32,$7.00,$17.33,0%,1%,78%
Buffalo Wings D,5,$71.60,$6.52,$19.51,0%,0%,73%
Large Cosmopolitan,5,$144.50,$13.15,$33.05,0%,1%,77%
Large Little Italy,5,$80.70,$7.35,$45.59,0%,1%,44%
Coke Zero Can,5,$19.50,$1.76,$9.45,0%,0%,52%
Large Super House Special,4,$112.60,$10.25,$30.93,0%,1%,73%
Coke Zero 1.25L,4,$12.90,$1.18,$13.16,0%,0%,-2%
Fresh Lime Soda,4,$14.12,$1.29,$0.00,0%,0%,0%
Regular Tandoori Chicken,4,$80.60,$7.33,$10.00,0%,1%,88%
Beetle Juice,4,$84.68,$7.71,$14.63,0%,1%,83%
Large Pepperoni,4,$45.80,$4.16,$19.38,0%,0%,58%
Side Gravy,4,$6.15,$0.58,$1.35,0%,0%,78%
Chicken Burrito D,4,$85.00,$7.71,$27.19,0%,1%,68%
Lime,4,$0.00,$0.00,$0.00,0%,0%,0%
Large Meatlovers,4,$95.70,$8.70,$28.95,0%,1%,70%
Lemon,4,$0.00,$0.00,$0.00,0%,0%,0%
Lychee Martini,4,$80.65,$7.34,$13.61,0%,1%,83%
Kids Margherita Pizza,4,$52.42,$4.76,$0.00,0%,0%,0%
Bang Bang Cauli,4,$69.12,$6.29,$11.04,0%,0%,84%
Baked Camembert,4,$101.23,$9.17,$0.00,0%,1%,0%
Hugo Spritz,4,$84.69,$7.71,$5.45,0%,1%,94%
Regular Vegetarian,4,$69.70,$6.35,$9.48,0%,0%,86%
Large Margherita,4,$43.80,$3.98,$10.31,0%,0%,76%
Coconut Margarita,3,$63.29,$5.75,$11.87,0%,0%,81%
Family Tandoori Chicken,3,$89.70,$8.16,$0.00,0%,1%,0%
Easy Sauce,3,$0.00,$0.00,$0.00,0%,0%,0%
Year Wines Fiano - Regular,3,$54.59,$4.98,$9.94,0%,0%,82%
Crankshaft IPA - Pint,3,$35.00,$3.18,$12.90,0%,0%,63%
Rocket Man,3,$44.38,$4.04,$9.59,0%,0%,78%
Padrillos Malbec - Regular,3,$54.59,$4.98,$11.60,0%,0%,79%
Mother's Milk Shiraz - Regular,3,$43.50,$3.94,$9.65,0%,0%,78%
"Large No Chorizo, No Cry",3,$26.90,$2.45,$17.63,0%,0%,34%
Sour Cream,3,$3.06,$0.27,$0.00,0%,0%,0%
Add Anchovies,3,$6.00,$0.54,$0.00,0%,0%,0%
Kids Nuggets & Chips,3,$40.29,$3.66,$6.65,0%,0%,83%
Regular Sanchez,3,$70.80,$6.43,$10.69,0%,0%,85%
Tommy's Margarita,3,$69.00,$6.27,$14.09,0%,0%,80%
Frozen Marg - Jalapeño,3,$69.00,$6.27,$11.15,0%,0%,84%
Large Bubba Gump,3,$58.80,$5.35,$17.44,0%,0%,70%
Add Prawns,3,$12.26,$1.10,$0.00,0%,0%,0%
Apple Juice Glass,3,$15.00,$1.35,$1.98,0%,0%,87%
BBQ Wings,3,$51.25,$4.67,$9.41,0%,0%,82%
Family Margherita,3,$71.70,$6.50,$0.00,0%,0%,0%
Brownie,3,$36.40,$3.31,$8.47,0%,0%,77%
Side Spicy Salsa,3,$3.06,$0.27,$0.00,0%,0%,0%
Pepsi Glass,3,$13.65,$1.24,$0.00,0%,0%,0%
San Pellegrino 500ml D,3,$23.70,$2.15,$7.03,0%,0%,70%
No Beans,3,$0.00,$0.00,$0.00,0%,0%,0%
Geppetto Pinot Noir - Regular,3,$45.00,$4.08,$10.54,0%,0%,77%
BBQ Ribs,3,$98.18,$8.94,$0.00,0%,1%,0%
No Salt,3,$0.00,$0.00,$0.00,0%,0%,0%
Add Chilli,3,$3.00,$0.27,$0.00,0%,0%,0%
"Regular No Chorizo, No Cry [Dine-in]",3,$80.55,$7.31,$8.02,0%,1%,90%
Regular Meatlovers,2,$45.80,$4.16,$10.36,0%,0%,77%
Lepinja Bread,2,$20.33,$1.85,$0.00,0%,0%,0%
Jug of Water,2,$0.00,$0.00,$0.00,0%,0%,0%
Side Blue Cheese Dip,2,$1.03,$0.09,$0.00,0%,0%,0%
Guinness Draught - Schooner,2,$27.44,$2.49,$7.08,0%,0%,74%
Vodka Martini,2,$44.00,$4.00,$6.02,0%,0%,86%
Sprite Can,2,$7.80,$0.71,$3.80,0%,0%,51%
Fancy Pants Parmy - Classic,2,$59.90,$5.46,$16.90,0%,0%,72%
Grey Goose,2,$28.91,$2.62,$5.36,0%,0%,81%
Olive,2,$0.00,$0.00,$0.00,0%,0%,0%
Hot Honey,2,$6.20,$0.56,$0.00,0%,0%,0%
Corona,2,$21.68,$1.96,$5.14,0%,0%,76%
Negroni,2,$45.44,$4.14,$7.84,0%,0%,83%
Beef Cheek D,2,$69.80,$6.34,$0.00,0%,0%,0%
Large Vegetarian,2,$19.90,$1.81,$8.25,0%,0%,59%
Add Pepperoni,2,$6.00,$0.54,$0.00,0%,0%,0%
"Lemon, Lime & Bitters",2,$10.00,$0.90,$0.00,0%,0%,0%
Family Sorrento,2,$59.80,$5.44,$0.00,0%,0%,0%
Fish Burrito,2,$58.74,$5.34,$11.47,0%,0%,80%
Fish Burrito D,2,$50.00,$4.54,$11.47,0%,0%,77%
Peroni,2,$21.69,$1.96,$5.12,0%,0%,76%
Chicken Shindig Burger,2,$55.57,$5.07,$9.53,0%,0%,83%
Large Sanchez,2,$31.90,$2.90,$11.54,0%,0%,64%
San Pellegrino 500ml,2,$18.60,$1.70,$4.69,0%,0%,75%
Add Mushrooms,2,$3.00,$0.28,$0.00,0%,0%,0%
$60 BANQUET,2,$120.00,$10.90,$0.00,0%,1%,0%
Tonic [mixer],2,$0.00,$0.00,$1.61,0%,0%,
Large Paddock,2,$53.80,$4.90,$10.73,0%,0%,80%
Large El Patron,2,$31.90,$2.90,$12.23,0%,0%,62%
2 Glasses,2,$0.00,$0.00,$0.00,0%,0%,0%
Kuku Sauvignon Blanc - Regular,2,$28.46,$2.58,$5.83,0%,0%,80%
Rocket Man D,2,$14.00,$1.27,$0.00,0%,0%,0%
Regular Little Italy,2,$39.80,$3.62,$9.95,0%,0%,75%
Cheesy Garlic Bread,2,$19.80,$1.80,$3.55,0%,0%,82%
Pie,2,$32.90,$2.99,$0.00,0%,0%,0%
Soda [mixer],2,$0.00,$0.00,$0.00,0%,0%,0%
Regular Truffalo Soldier [Dine-in],2,$52.85,$4.79,$6.54,0%,0%,88%
No Slaw,2,$0.00,$0.00,$0.00,0%,0%,0%
Whispering Angel Rosé - Regular,2,$53.20,$4.84,$13.47,0%,0%,75%
French Martini,2,$40.00,$3.64,$7.83,0%,0%,80%
Swap Fries for Sweet Potato Fries,2,$4.00,$0.36,$0.00,0%,0%,0%
Large BBQ Chicken Pizza,2,$24.90,$2.26,$8.85,0%,0%,64%
Dirty,2,$0.00,$0.00,$0.00,0%,0%,0%
No Olives,2,$0.00,$0.00,$0.00,0%,0%,0%
Add Side Salad,2,$6.00,$0.54,$0.00,0%,0%,0%
Das Juice Pink Pet Nat - Regular,2,$32.53,$2.95,$6.60,0%,0%,80%
Ottelia Chardonnay - Large,2,$50.82,$4.62,$11.53,0%,0%,77%
Regular Cosmopolitan,2,$51.80,$4.70,$9.47,0%,0%,82%
No Pineapple,2,$0.00,$0.00,$0.00,0%,0%,0%
Axl Rose Pizza,2,$53.70,$4.88,$0.00,0%,0%,0%
Fever-Tree Light Tonic [mixer],2,$2.03,$0.18,$0.00,0%,0%,0%
Large Jimmy Jury,2,$58.80,$5.35,$12.94,0%,0%,78%
No Rice,2,$0.00,$0.00,$0.00,0%,0%,0%
No Mayo,2,$0.00,$0.00,$0.00,0%,0%,0%
Fries D,2,$24.90,$2.26,$0.00,0%,0%,0%
Regular Hail Africa [Dine-in],2,$55.77,$5.06,$5.99,0%,0%,89%
Pepsi Max [mixer],2,$0.00,$0.00,$1.61,0%,0%,
Regular Bubba Gump,2,$39.80,$3.62,$8.33,0%,0%,79%
Family Meatlovers,2,$59.80,$5.44,$0.00,0%,0%,0%
4 Glasses,2,$0.00,$0.00,$0.00,0%,0%,0%
Jalapeños on Side,2,$2.03,$0.18,$0.00,0%,0%,0%
Add Ham,2,$6.00,$0.54,$0.00,0%,0%,0%
Baileys Irish Cream,2,$22.00,$2.00,$2.54,0%,0%,88%
Jack Daniels,2,$24.40,$2.22,$3.88,0%,0%,84%
Family Super House Special,2,$59.80,$5.44,$0.00,0%,0%,0%
Casa Gheller Prosecco - Bottle,1,$66.10,$6.01,$16.73,0%,0%,75%
Side Guacamole,1,$1.55,$0.15,$0.00,0%,0%,0%
Virgin Margy,1,$13.42,$1.22,$0.00,0%,0%,0%
Tofu,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Paddock,1,$19.90,$1.81,$3.24,0%,0%,84%
Beef Burger D,1,$24.00,$2.18,$0.00,0%,0%,0%
Pie D,1,$28.00,$2.55,$0.00,0%,0%,0%
Pepsi Max Glass,1,$4.50,$0.41,$0.00,0%,0%,0%
Philter Pale - Pint,1,$14.00,$1.27,$0.00,0%,0%,0%
Geppetto Pinot Noir - Large Glass,1,$24.78,$2.25,$5.85,0%,0%,76%
Large Tandoori Chicken,1,$2.50,$0.23,$3.49,0%,0%,-40%
Regular Sanchez [Dine-in],1,$26.00,$2.36,$3.56,0%,0%,86%
Appleton Rum [House],1,$11.00,$1.00,$2.22,0%,0%,80%
Gluten-free Roma Special,1,$22.90,$2.08,$8.66,0%,0%,62%
Extra Gravy,1,$2.00,$0.18,$0.34,0%,0%,83%
Regular Uber Margherita,1,$23.90,$2.17,$3.39,0%,0%,86%
Gluten-free Little Italy [Dine-in],1,$31.00,$2.82,$10.97,0%,0%,65%
Bombay Sapphire,1,$14.00,$1.27,$2.32,0%,0%,83%
Double Scoop,1,$3.50,$0.32,$0.00,0%,0%,0%
Monteith's Apple Cider Bottle,1,$10.50,$0.95,$3.11,0%,0%,70%
Onion Rings D,1,$10.00,$0.91,$0.00,0%,0%,0%
Year Wines 'Zagara' Orange - Regular,1,$16.53,$1.50,$3.42,0%,0%,79%
Pepsi [mixer],1,$0.00,$0.00,$0.80,0%,0%,
1/2 Marinated Egg,1,$0.00,$0.00,$0.00,0%,0%,0%
Trutta Streamside Shiraz [Chilled] - Bottle,1,$70.22,$6.38,$19.84,0%,0%,72%
No Burger Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Pineapple Juice Glass,1,$5.00,$0.45,$0.69,0%,0%,86%
Four Pillars Olive Leaf Gin Tonica,1,$22.00,$2.00,$5.18,0%,0%,76%
Mother's Milk Shiraz - Large,1,$25.00,$2.27,$5.36,0%,0%,79%
Add Cherry Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
Chicken Burger D,1,$24.00,$2.18,$0.00,0%,0%,0%
Jameson Irish Whiskey,1,$12.00,$1.09,$2.06,0%,0%,83%
Unico Zelo Terra Cotta - Bottle,1,$75.39,$6.86,$21.89,0%,1%,71%
Eggplant Parmy,1,$29.95,$2.72,$0.00,0%,0%,0%
Family Sanchez,1,$29.90,$2.72,$0.00,0%,0%,0%
Status Quo - Schooner,1,$13.50,$1.23,$3.10,0%,0%,77%
Young Henrys Cloudy Cider Can,1,$12.00,$1.09,$2.82,0%,0%,76%
No Glasses Needed,1,$0.00,$0.00,$0.00,0%,0%,0%
"Regular No Chorizo, No Cry",1,$19.90,$1.81,$2.67,0%,0%,87%
Swap for Sweet Potato Fries,1,$2.00,$0.18,$0.00,0%,0%,0%
Add Grilled Chicken,1,$2.00,$0.18,$0.00,0%,0%,0%
Amalfi Olives,1,$11.88,$1.08,$0.00,0%,0%,0%
Caramelised Onion Jam,1,$3.10,$0.28,$0.00,0%,0%,0%
Regular El Patron [Dine-in],1,$26.85,$2.44,$3.79,0%,0%,86%
Add Pineapple,1,$1.50,$0.14,$0.00,0%,0%,0%
Asahi 3.5% D,1,$6.50,$0.59,$2.55,0%,0%,61%
Lemonade Glass,1,$4.65,$0.42,$0.00,0%,0%,0%
Fish Tacos D,1,$19.90,$1.81,$2.18,0%,0%,89%
Add Bocconcini,1,$3.00,$0.27,$0.00,0%,0%,0%
Chicken Schnitty D,1,$26.90,$2.45,$0.00,0%,0%,0%
Family Pepperoni,1,$24.90,$2.26,$0.00,0%,0%,0%
Delivery Fee - Freshwater / Queenscliff,1,$5.00,$0.45,$0.00,0%,0%,0%
Regular Jimmy Jury [Dine-in],1,$27.89,$2.54,$3.51,0%,0%,87%
BBQ Wings D,1,$16.90,$1.54,$3.14,0%,0%,81%
Kids Ham & Cheese Pizza,1,$13.00,$1.18,$0.00,0%,0%,0%
Tonic Glass,1,$4.00,$0.36,$0.00,0%,0%,0%
Side Guac,1,$1.00,$0.09,$0.00,0%,0%,0%
Large New Yorker,1,$0.00,$0.00,$5.29,0%,0%,
No Pico de Gallo,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Hail Africa,1,$0.00,$0.00,$6.38,0%,0%,
No Cheese (Make It Dairy-Free),1,$0.00,$0.00,$0.00,0%,0%,0%
Dressing on the Side,1,$0.00,$0.00,$0.00,0%,0%,0%
No Anchovies,1,$0.00,$0.00,$0.00,0%,0%,0%
No Tomato Base,1,$0.00,$0.00,$0.00,0%,0%,0%
3 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
Petits Detours Rosé - Large,1,$25.82,$2.34,$5.78,0%,0%,78%
No Onion,1,$0.00,$0.00,$0.00,0%,0%,0%
Extra Taco,1,$7.23,$0.66,$1.09,0%,0%,85%
Extra Corn Chips,1,$1.03,$0.09,$0.00,0%,0%,0%
Kuku Sauvignon Blanc - Large,1,$23.00,$2.09,$4.86,0%,0%,79%
Bang Bang Cauli D,1,$16.00,$1.45,$2.76,0%,0%,83%
Large Half/Half,1,$2.00,$0.18,$0.00,0%,0%,0%
No Sugar,1,$0.00,$0.00,$0.00,0%,0%,0%
Sigurd GSM Red Blend - Regular,1,$20.66,$1.88,$4.62,0%,0%,78%
Domaine Gueguen Chablis - Bottle,1,$123.93,$11.27,$44.73,0%,1%,64%
Grifter Omen Stout Tin,1,$13.00,$1.18,$3.51,0%,0%,73%
Add BBQ Sauce,1,$1.50,$0.14,$0.00,0%,0%,0%
Kids Hawaiian Pizza,1,$13.42,$1.22,$0.00,0%,0%,0%
Regular El Patron,1,$25.90,$2.35,$3.79,0%,0%,85%
Extra Chicken,1,$0.00,$0.00,$0.00,0%,0%,0%
Trade Winds,1,$14.46,$1.31,$0.00,0%,0%,0%
Dumplings - Prawn Har Gow [GF],1,$0.00,$0.00,$0.00,0%,0%,0%
No Pickle,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Garlic Cheese Pizza,1,$13.40,$1.22,$1.39,0%,0%,90%
No Garnish,1,$0.00,$0.00,$0.00,0%,0%,0%
Monkey Shoulder Scotch [House],1,$11.36,$1.03,$0.00,0%,0%,0%
Year Wines Fiano - Large,1,$27.00,$2.45,$5.52,0%,0%,80%
Chicken Parmy D,1,$30.90,$2.81,$0.00,0%,0%,0%
Moscow Mule,1,$21.00,$1.91,$3.37,0%,0%,84%
Regular Cosmopolitan [Dine-in],1,$26.00,$2.36,$4.73,0%,0%,82%
Regular Roma Special,1,$23.90,$2.17,$4.22,0%,0%,82%
Regular Bubba Gump [Dine-in],1,$26.00,$2.36,$4.16,0%,0%,84%
Side Sour Cream,1,$1.03,$0.09,$0.00,0%,0%,0%
No Tomato,1,$0.00,$0.00,$0.00,0%,0%,0%
Miso,1,$0.00,$0.00,$0.00,0%,0%,0%
No Bacon,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular BBQ Chicken Pizza,1,$18.90,$1.72,$3.17,0%,0%,83%
Quiet Riot Negroni,1,$16.00,$1.45,$4.39,0%,0%,73%
Jalapeños Inside Burrito,1,$0.40,$0.04,$0.00,0%,0%,0%
Large Sorrento,1,$31.90,$2.90,$7.45,0%,0%,77%
Large Uber Margherita,1,$24.90,$2.26,$4.74,0%,0%,81%
Sigurd GSM Red Blend - Bottle,1,$77.00,$7.00,$23.10,0%,1%,70%
Flower Child,1,$22.00,$2.00,$2.95,0%,0%,87%
Asahi 3.5%,1,$10.50,$0.95,$2.55,0%,0%,76%
Ottelia Cab Sav - Regular,1,$0.00,$0.00,$4.61,0%,0%,
Extra Red Wine Jus,1,$4.13,$0.37,$0.00,0%,0%,0%
Eggplant Schnitty,1,$26.85,$2.44,$4.27,0%,0%,84%
Mie Goreng,1,$0.00,$0.00,$0.00,0%,0%,0%
Peroni 0%,1,$9.00,$0.82,$1.85,0%,0%,79%
Regular New Yorker,1,$18.90,$1.72,$3.79,0%,0%,80%
Kids Nuggets D,1,$13.00,$1.18,$2.22,0%,0%,83%
Regular Super House Special [Dine-in],1,$26.00,$2.36,$5.54,0%,0%,79%
Petits Detours Rosé Mediterranee - Bottle,1,$64.00,$5.82,$16.18,0%,0%,75%
,"1,085.7","$14,381.40","$1,311.27","$2,637.70",100%,100%,82%
