Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
On The Rocks,10,$0.00,$0.00,$0.00,1%,0%,0%
Aperol Spritz,10,$195.32,$17.77,$35.53,1%,1%,82%
Lime,10,$0.00,$0.00,$0.00,1%,0%,0%
American Standard Burger,9,$249.13,$22.68,$52.60,1%,1%,79%
Mulled Wine,9,$135.98,$12.33,$18.24,1%,1%,87%
Year Wines 'Zagara' Orange - Regular,9,$144.53,$13.12,$30.80,1%,1%,79%
Bombay Dry [House],9,$95.74,$8.72,$19.67,1%,1%,79%
Large Margherita,9,$115.29,$10.47,$23.20,1%,1%,80%
Stow Schnitty,9,$249.14,$22.66,$47.93,1%,1%,81%
Soda [mixer],9,$0.00,$0.00,$0.00,1%,0%,0%
Beef Burger D,8,$160.00,$14.53,$0.00,1%,1%,0%
Large Hawaiian,8,$91.60,$8.31,$26.12,1%,1%,71%
Fresh is Best Summer Lager - Pint,8,$96.00,$8.72,$17.04,1%,1%,82%
Add Mushrooms,8,$12.00,$1.12,$0.00,1%,0%,0%
Sensei Calamari,8,$147.50,$13.40,$18.44,1%,1%,87%
Coconut Margarita,7,$162.51,$14.77,$27.83,1%,1%,83%
Large Pepperoni,7,$119.52,$10.86,$33.92,1%,1%,72%
Kirin - Schooner,7,$98.46,$8.94,$26.40,1%,1%,73%
Sweet Potato Fries,7,$93.13,$8.46,$17.69,1%,1%,81%
Trutta Streamside Shiraz [Chilled] - Regular,7,$126.00,$11.46,$27.78,1%,1%,78%
Corona,7,$72.45,$6.55,$18.00,1%,0%,75%
Regular Pepperoni,7,$97.61,$8.89,$16.09,1%,1%,84%
Brownie D,7,$38.70,$3.52,$13.63,1%,0%,65%
Trentham Estate Rosé - Regular,7,$70.41,$6.41,$14.77,1%,0%,79%
Large BBQ Chicken Pizza,6,$49.80,$4.52,$26.55,0%,0%,47%
Add Prawns,6,$24.00,$2.16,$0.00,0%,0%,0%
Negroni,6,$101.63,$9.23,$23.74,0%,1%,77%
Regular New Yorker [Dine-in],6,$147.93,$13.43,$22.72,0%,1%,85%
Chicken Burrito,6,$178.15,$16.21,$40.79,0%,1%,77%
Make It A Burrito Bowl [gluten-free],6,$0.00,$0.00,$0.00,0%,0%,0%
Biscoff Espresso,6,$140.25,$12.75,$19.47,0%,1%,86%
Peroni 0%,6,$54.29,$4.94,$11.08,0%,0%,80%
Lychee Martini,6,$110.42,$10.04,$20.42,0%,1%,82%
Crankshaft IPA - Pint,6,$106.71,$9.69,$25.81,0%,1%,76%
Regular Bubba Gump,5,$123.50,$11.21,$20.81,0%,1%,83%
Villa Fresco Sangiovese - Large,5,$96.28,$8.77,$20.10,0%,1%,79%
Large Super House Special,5,$144.50,$13.15,$38.62,0%,1%,73%
Old Fashioned,5,$110.00,$10.00,$23.83,0%,1%,78%
Regular Little Italy [Dine-in],5,$133.40,$12.12,$24.88,0%,1%,81%
Beef Burrito,5,$147.35,$13.42,$33.86,0%,1%,77%
Geppetto Pinot Noir - Regular,5,$75.50,$6.84,$17.56,0%,0%,77%
No Garnish,5,$0.00,$0.00,$0.00,0%,0%,0%
Tommy's Margarita,5,$116.52,$10.59,$23.49,0%,1%,80%
Hendrick's Gin,5,$70.00,$6.35,$13.43,0%,0%,81%
$45 FEAST,5,$225.00,$20.45,$0.00,0%,1%,0%
Mother's Milk Shiraz - Regular,5,$73.50,$6.66,$16.08,0%,0%,78%
Version Two Sparkling - Regular,5,$40.23,$3.67,$8.83,0%,0%,78%
Vegan Cheese,4,$12.10,$1.09,$0.00,0%,0%,0%
Regular Hawaiian,4,$74.60,$6.78,$4.99,0%,0%,93%
Rocket Man,4,$74.39,$6.77,$12.79,0%,0%,83%
Fancy Pants Parmy - Classic,4,$119.79,$10.89,$33.79,0%,1%,72%
No Onion,4,$0.00,$0.00,$0.00,0%,0%,0%
"Large No Chorizo, No Cry",4,$107.60,$9.80,$23.51,0%,1%,78%
Whispering Angel Rosé - Large,4,$176.23,$16.03,$44.90,0%,1%,75%
Extra Mozzarella,4,$10.00,$0.92,$0.00,0%,0%,0%
Delivery Fee - Freshwater / Queenscliff,4,$20.00,$1.80,$0.00,0%,0%,0%
Regular Uber Margherita,4,$83.80,$7.62,$13.57,0%,0%,84%
Rocket Man D,4,$45.80,$4.17,$0.00,0%,0%,0%
Jameson Irish Whiskey,4,$48.00,$4.36,$8.23,0%,0%,83%
Pepsi Glass,4,$18.00,$1.64,$0.00,0%,0%,0%
Kuku Sauvignon Blanc - Regular,4,$56.46,$5.12,$11.66,0%,0%,79%
Peroni,4,$35.70,$3.23,$10.24,0%,0%,71%
Add Chilli,4,$4.00,$0.36,$0.00,0%,0%,0%
Large Sanchez,4,$57.30,$5.22,$20.00,0%,0%,65%
Appleton Rum [House],4,$44.36,$4.03,$8.88,0%,0%,80%
Add Pineapple,4,$6.00,$0.56,$0.00,0%,0%,0%
Side BBQ Sauce,4,$0.00,$0.00,$0.00,0%,0%,0%
Regular Uber Margherita [Dine-in],3,$71.27,$6.48,$10.18,0%,0%,86%
Large Uber Margherita,3,$78.80,$7.16,$14.22,0%,0%,82%
"Regular No Chorizo, No Cry [Dine-in]",3,$79.70,$7.23,$8.02,0%,0%,90%
Ottelia Chardonnay - Regular,3,$48.00,$4.35,$10.38,0%,0%,78%
Add Onion,3,$4.50,$0.42,$0.00,0%,0%,0%
Side Gravy,3,$4.65,$0.45,$1.01,0%,0%,78%
Family Pepperoni,3,$73.73,$6.70,$0.00,0%,0%,0%
Regular Sanchez,3,$59.70,$5.43,$8.55,0%,0%,86%
Petits Detours Rosé - Large,3,$75.82,$6.88,$17.39,0%,0%,77%
No Glasses Needed,3,$0.00,$0.00,$0.00,0%,0%,0%
Large New Yorker,3,$74.70,$6.79,$15.87,0%,0%,79%
Arancini Balls [5pc],3,$67.86,$6.18,$0.00,0%,0%,0%
Regular Super House Special,3,$71.70,$6.51,$16.59,0%,0%,77%
Casa Gheller Prosecco - Glass,3,$49.58,$4.49,$10.04,0%,0%,80%
Grifter Omen Stout Tin,3,$39.00,$3.54,$10.52,0%,0%,73%
Regular Sanchez [Dine-in],3,$80.58,$7.31,$8.55,0%,0%,89%
Philter Pale - Schooner,3,$28.92,$2.63,$0.00,0%,0%,0%
BBQ Wings,3,$52.36,$4.77,$9.41,0%,0%,82%
Pie,3,$65.80,$5.98,$0.00,0%,0%,0%
Scout Pinot Gris - Bottle,3,$226.17,$20.58,$59.40,0%,1%,74%
Lemon Meringue Martini,3,$74.35,$6.75,$10.51,0%,0%,86%
Regular Little Italy,3,$71.70,$6.51,$14.93,0%,0%,79%
Large Meatlovers,3,$85.70,$7.80,$19.40,0%,0%,77%
Espresso Martini,3,$60.00,$5.46,$9.69,0%,0%,84%
Padrillos Malbec - Regular,3,$54.59,$4.97,$11.60,0%,0%,79%
Beetle Juice,3,$68.16,$6.21,$10.97,0%,0%,84%
Chicken Shindig Burger,3,$65.44,$5.96,$14.30,0%,0%,78%
Fever-Tree Light Tonic [mixer],3,$3.09,$0.27,$0.00,0%,0%,0%
Large Sorrento,3,$85.70,$7.80,$22.36,0%,0%,74%
Fries D,3,$37.80,$3.42,$0.00,0%,0%,0%
Online Discount,3,-$41.35,$0.00,$0.00,0%,-0%,0%
Coke Zero Can,3,$11.80,$1.07,$5.67,0%,0%,52%
Sprite Can,3,$11.70,$1.06,$5.69,0%,0%,51%
Regular Paddock,3,$59.70,$5.43,$9.72,0%,0%,84%
Mezcal Paloma,3,$73.56,$6.68,$15.43,0%,0%,79%
Family Margherita,3,$47.80,$4.34,$0.00,0%,0%,0%
Large Bubba Gump,3,$80.70,$7.35,$17.44,0%,0%,78%
Dirty,3,$0.00,$0.00,$0.00,0%,0%,0%
Lemon,2,$0.00,$0.00,$0.00,0%,0%,0%
Ottelia Chardonnay - Large,2,$50.00,$4.54,$11.53,0%,0%,77%
Add Capsicum,2,$3.00,$0.28,$0.00,0%,0%,0%
Send Kids Food ASAP,2,$0.00,$0.00,$0.00,0%,0%,0%
A. Rodda Tempranillo - Large,2,$57.82,$5.26,$18.57,0%,0%,68%
Pink Lemonade Glass,2,$9.30,$0.85,$0.27,0%,0%,97%
Gluten-free Roma Special,2,$53.80,$4.89,$17.31,0%,0%,68%
Virgin Margy,2,$26.43,$2.40,$0.00,0%,0%,0%
Little Dragon Can,2,$25.41,$2.32,$6.95,0%,0%,73%
Family Meatlovers,2,$66.80,$6.07,$0.00,0%,0%,0%
Unico Zelo Terra Cotta - Regular,2,$38.00,$3.46,$7.16,0%,0%,81%
Apple Crumble,2,$33.06,$3.00,$0.00,0%,0%,0%
Pepsi Max Glass,2,$9.15,$0.83,$0.00,0%,0%,0%
Davy's Old Fashioned,2,$49.56,$4.50,$8.74,0%,0%,82%
Coke Can,2,$7.90,$0.71,$3.78,0%,0%,52%
Gluten-free Tandoori Chicken,2,$45.80,$4.16,$13.88,0%,0%,70%
BBQ Ribs,2,$80.61,$7.34,$0.00,0%,0%,0%
Large Hail Africa,2,$0.00,$0.00,$12.76,0%,0%,
Fireball,2,$24.00,$2.18,$3.84,0%,0%,84%
Regular El Patron [Dine-in],2,$53.71,$4.90,$7.58,0%,0%,86%
Regular Meatlovers [Dine-in],2,$52.00,$4.72,$9.26,0%,0%,82%
No Slaw,2,$0.00,$0.00,$0.00,0%,0%,0%
One Ice Block,2,$0.00,$0.00,$0.00,0%,0%,0%
Kuku Sauvignon Blanc - Large,2,$46.00,$4.18,$9.72,0%,0%,79%
Cauliflower Tacos,2,$41.34,$3.76,$0.00,0%,0%,0%
Vinada Sparkling Rose,2,$24.40,$2.22,$5.02,0%,0%,79%
Regular BBQ Chicken Pizza,2,$42.80,$3.89,$6.34,0%,0%,85%
BBQ Wings D,2,$0.00,$0.00,$6.27,0%,0%,
A. Rodda Chardonnay - Regular,2,$56.00,$5.10,$15.08,0%,0%,73%
Amalfi Olives,2,$23.38,$2.14,$0.00,0%,0%,0%
Regular Truffalo Soldier,2,$43.80,$3.98,$6.54,0%,0%,85%
Dark & Stormy,2,$34.00,$3.09,$7.45,0%,0%,78%
Version Two Pinot Grigio - Bottle,2,$101.22,$9.20,$17.67,0%,1%,83%
Baked Camembert,2,$50.61,$4.59,$0.00,0%,0%,0%
Gluten-free BBQ Chicken Pizza,2,$53.80,$4.89,$15.21,0%,0%,72%
No Cheese [dairy-free],2,$0.00,$0.00,$0.00,0%,0%,0%
Heaps Normal Tin,2,$22.72,$2.06,$5.34,0%,0%,77%
Regular Sorrento,2,$39.80,$3.62,$8.56,0%,0%,78%
Regular Jimmy Jury [Dine-in],2,$37.80,$3.43,$7.01,0%,0%,81%
Bacardi Blanca [House],2,$22.00,$2.00,$4.27,0%,0%,81%
Family Half/Half,2,$51.80,$4.70,$0.00,0%,0%,0%
No Salt,2,$0.00,$0.00,$0.00,0%,0%,0%
Onion Rings D,2,$22.90,$2.08,$0.00,0%,0%,0%
Flower Child,2,$44.72,$4.06,$5.90,0%,0%,87%
Fresh Lime Soda,2,$7.00,$0.64,$0.00,0%,0%,0%
Axl Rose Pizza,2,$53.70,$4.86,$0.00,0%,0%,0%
Side Spicy Salsa,2,$2.06,$0.18,$0.00,0%,0%,0%
Large Paddock,2,$3.50,$0.32,$10.73,0%,0%,-207%
Extra Olives,2,$0.00,$0.00,$0.00,0%,0%,0%
Orange,2,$0.00,$0.00,$0.00,0%,0%,0%
WINGS DEAL,2,$60.00,$5.46,$0.00,0%,0%,0%
Cranberry Juice [mixer],2,$0.00,$0.00,$1.38,0%,0%,
Glass of Ice on the Side,2,$0.00,$0.00,$0.00,0%,0%,0%
Family Hawaiian,2,$24.90,$2.26,$0.00,0%,0%,0%
Scorched As,2,$44.72,$4.07,$8.34,0%,0%,81%
Dry Ginger Ale [mixer],2,$0.00,$0.00,$0.00,0%,0%,0%
Swap Fries for Sweet Potato Fries,2,$4.14,$0.38,$0.00,0%,0%,0%
Bang Bang Cauli,2,$35.12,$3.20,$5.52,0%,0%,84%
Grifter Pale Ale Cans D,2,$14.00,$1.28,$6.19,0%,0%,56%
Kuku Sauvignon Blanc - Bottle,2,$116.00,$10.54,$29.15,0%,1%,75%
Sour Cream,2,$2.03,$0.18,$0.00,0%,0%,0%
"Gluten-free No Chorizo, No Cry",2,$47.80,$4.33,$17.29,0%,0%,64%
Regular Truffalo Soldier [Dine-in],2,$52.00,$4.72,$6.54,0%,0%,87%
Family BBQ Chicken Pizza,2,$32.40,$2.95,$0.00,0%,0%,0%
Large Little Italy,2,$53.80,$4.90,$18.24,0%,0%,66%
Under the Bridge Pizza,2,$53.70,$4.88,$8.68,0%,0%,84%
No Chilli,2,$0.00,$0.00,$0.00,0%,0%,0%
Regular El Patron,2,$39.80,$3.62,$7.58,0%,0%,81%
Buffalo Wings D,2,$35.80,$3.26,$7.80,0%,0%,78%
Whispering Angel Rosé - Regular,2,$56.92,$5.19,$13.47,0%,0%,76%
2 Glasses,2,$0.00,$0.00,$0.00,0%,0%,0%
Large El Patron,1,$31.90,$2.90,$6.11,0%,0%,81%
Bundaberg Ginger Beer,1,$5.16,$0.46,$0.88,0%,0%,83%
Four Pillars Olive Leaf Martini,1,$25.82,$2.35,$5.08,0%,0%,80%
Cointreau,1,$14.46,$1.31,$2.44,0%,0%,83%
Chicken Schnitty D,1,$26.90,$2.45,$0.00,0%,0%,0%
Buffalo Wings,1,$18.07,$1.63,$3.90,0%,0%,78%
Brookie's Mac. Liqueur,1,$13.43,$1.22,$2.35,0%,0%,83%
Poor Tom's Strawberry Gin Tonica,1,$21.00,$1.91,$4.45,0%,0%,79%
Dressing on the Side,1,$0.00,$0.00,$0.00,0%,0%,0%
Ice,1,$0.00,$0.00,$0.00,0%,0%,0%
Sigurd GSM Red Blend - Regular,1,$20.65,$1.88,$4.62,0%,0%,78%
Casa Gheller Prosecco - Bottle,1,$64.00,$5.82,$16.73,0%,0%,74%
Sailor Jerry [House],1,$11.00,$1.00,$1.91,0%,0%,83%
Sweet Potato Fries D,1,$14.90,$1.35,$2.53,0%,0%,83%
Extra Taco,1,$7.23,$0.66,$1.09,0%,0%,85%
Large Tandoori Chicken,1,$29.90,$2.72,$3.49,0%,0%,88%
Family Bubba Gump,1,$3.00,$0.27,$0.00,0%,0%,0%
Add Garlic,1,$1.50,$0.14,$0.00,0%,0%,0%
Large Half/Half,1,$21.90,$1.99,$0.00,0%,0%,0%
Ottelia Cab Sav - Large,1,$27.00,$2.45,$7.68,0%,0%,72%
Onion Rings,1,$12.40,$1.13,$0.00,0%,0%,0%
Four Pillars Rare Dry,1,$14.98,$1.37,$2.95,0%,0%,80%
Regular Vegetarian,1,$15.90,$1.45,$2.37,0%,0%,85%
No Pineapple,1,$0.00,$0.00,$0.00,0%,0%,0%
Boulevardier,1,$22.00,$2.00,$3.47,0%,0%,84%
Add Grilled Fish,1,$5.00,$0.45,$0.00,0%,0%,0%
Regular Hail Africa [Dine-in],1,$27.89,$2.53,$3.00,0%,0%,89%
$5 Stow Soda,1,$5.00,$0.45,$0.00,0%,0%,0%
Jack Daniels,1,$12.00,$1.09,$1.94,0%,0%,84%
Add Bacon,1,$4.00,$0.36,$0.00,0%,0%,0%
Family Super House Special,1,$36.90,$3.35,$0.00,0%,0%,0%
No Chipotle Mayo,1,$0.00,$0.00,$0.00,0%,0%,0%
Eggplant Parmy,1,$29.96,$2.74,$0.00,0%,0%,0%
Dormilona Chenin Blanc - Regular,1,$21.68,$1.97,$4.07,0%,0%,81%
Gluten-free Super House Special,1,$23.90,$2.17,$9.97,0%,0%,58%
Family Hail Africa,1,$29.90,$2.72,$0.00,0%,0%,0%
Add Side Guac,1,$1.03,$0.09,$0.00,0%,0%,0%
No Garlic,1,$0.00,$0.00,$0.00,0%,0%,0%
Geppetto Pinot Noir - Large Glass,1,$24.78,$2.25,$5.85,0%,0%,76%
No Lime,1,$0.00,$0.00,$0.00,0%,0%,0%
4 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
Kids Nuggets & Chips,1,$13.43,$1.22,$2.22,0%,0%,83%
Version Two Pinot Grigio - Large,1,$19.62,$1.78,$2.94,0%,0%,85%
Patron Silver Margarita,1,$24.79,$2.26,$4.98,0%,0%,80%
Monteith's Apple Cider Bottle,1,$10.84,$0.98,$3.11,0%,0%,71%
Chicken Burrito D,1,$25.00,$2.27,$6.80,0%,0%,73%
Swap for Sweet Potato Fries,1,$2.07,$0.19,$0.00,0%,0%,0%
Kids Ham & Cheese Pizza,1,$13.42,$1.21,$0.00,0%,0%,0%
Family Roma Special,1,$28.90,$2.63,$0.00,0%,0%,0%
Side Guac,1,$1.00,$0.09,$0.00,0%,0%,0%
Arancini Balls 5pcs D,1,$24.90,$2.26,$0.00,0%,0%,0%
Gluten-free Bubba Gump,1,$32.90,$2.99,$8.60,0%,0%,74%
Jalapeños Inside Burrito,1,$1.03,$0.09,$0.00,0%,0%,0%
Illegal Reposado Mezcal,1,$21.68,$1.97,$5.46,0%,0%,75%
Regular Cosmopolitan,1,$19.90,$1.81,$4.72,0%,0%,76%
Add Fried Cauliflower,1,$4.00,$0.36,$0.00,0%,0%,0%
No Pickle,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Grilled Chicken,1,$5.17,$0.47,$0.00,0%,0%,0%
Make it Gluten-free [gf/vg bun w sweet pot. fries],1,$2.07,$0.19,$0.00,0%,0%,0%
Grey Goose Vodka Martini,1,$25.82,$2.34,$3.91,0%,0%,85%
Add Anchovies,1,$2.00,$0.18,$0.00,0%,0%,0%
Coke 1.25L,1,$6.00,$0.55,$3.69,0%,0%,39%
Add Spanish Onion,1,$1.50,$0.14,$0.00,0%,0%,0%
Family Cosmopolitan,1,$29.90,$2.72,$0.00,0%,0%,0%
Regular Roma Special,1,$18.90,$1.72,$4.22,0%,0%,78%
Family Paddock,1,$29.90,$2.72,$0.00,0%,0%,0%
Das Juice Pink Pet Nat - Regular,1,$16.53,$1.50,$3.30,0%,0%,80%
Lepinja Bread,1,$10.00,$0.91,$0.00,0%,0%,0%
A. Rodda Tempranillo - Regular,1,$18.59,$1.69,$5.57,0%,0%,70%
Add Garlic Base,1,$1.50,$0.14,$0.00,0%,0%,0%
One Ice Cube,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Bocconcini,1,$3.00,$0.27,$0.00,0%,0%,0%
Beef Burrito D,1,$28.90,$2.63,$6.77,0%,0%,77%
Lemonade Glass,1,$4.50,$0.41,$0.00,0%,0%,0%
Bundaberg Ginger Beer D,1,$7.90,$0.72,$3.30,0%,0%,58%
Vodka Martini,1,$22.72,$2.06,$3.01,0%,0%,87%
Easy Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Rocket,1,$1.50,$0.14,$0.00,0%,0%,0%
Villa Fresco Sangiovese - Bottle,1,$49.00,$4.45,$12.06,0%,0%,75%
Large Vegetarian,1,$0.00,$0.00,$4.13,0%,0%,
Add Side Spicy Salsa,1,$1.03,$0.09,$0.00,0%,0%,0%
Brownie,1,$12.39,$1.12,$2.82,0%,0%,77%
Tonic [mixer],1,$0.00,$0.00,$0.80,0%,0%,
Regular Meatlovers,1,$25.90,$2.35,$4.63,0%,0%,82%
Trade Winds,1,$14.46,$1.31,$0.00,0%,0%,0%
Extra Chicken,1,$2.40,$0.22,$0.00,0%,0%,0%
James Boags Light,1,$9.50,$0.86,$2.25,0%,0%,76%
Large Cosmopolitan,1,$26.90,$2.45,$6.59,0%,0%,76%
No Capsicum,1,$0.00,$0.00,$0.00,0%,0%,0%
Chicken Parmy D,1,$30.90,$2.80,$0.00,0%,0%,0%
No Sliced Tomato,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Garlic Cheese Pizza,1,$13.40,$1.22,$1.39,0%,0%,90%
Roasted Tomato Coulis,1,$3.00,$0.27,$0.00,0%,0%,0%
Fish Burrito,1,$29.85,$2.72,$5.73,0%,0%,81%
Hugo Spritz,1,$21.00,$1.91,$1.36,0%,0%,94%
Year Wines 'Zagara' Orange - Large,1,$25.82,$2.34,$5.70,0%,0%,78%
No Jalape|os,1,$0.00,$0.00,$0.00,0%,0%,0%
Margy PartyJar [6 serves],1,$50.00,$4.55,$0.00,0%,0%,0%
Crankshaft IPA - Schooner,1,$13.50,$1.23,$3.21,0%,0%,76%
Extra Arancini Ball,1,$4.13,$0.37,$0.00,0%,0%,0%
Add Pepperoni,1,$3.00,$0.27,$0.00,0%,0%,0%
Scout Pinot Gris - Regular,1,$19.62,$1.79,$3.96,0%,0%,80%
Petits Detours Rosé Mediterranee - Bottle,1,$66.09,$6.01,$16.23,0%,0%,75%
Pineapple Juice Glass,1,$5.17,$0.47,$0.69,0%,0%,87%
Two Tonne Riesling - Regular,1,$20.00,$1.82,$3.52,0%,0%,82%
Sensei Calamari D,1,$16.00,$1.45,$2.31,0%,0%,86%
Add Sliced Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
Young Henrys Cloudy Cider Can,1,$12.00,$1.09,$2.82,0%,0%,76%
Olive,1,$0.00,$0.00,$0.00,0%,0%,0%
,"1,307.8","$17,928.80","$1,630.96","$3,422.45",100%,100%,81%
