Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
No Olives,3,$0.00,$0.00,$0.00,1%,0%,0%
Heaps Normal Tin,3,$33.00,$3.00,$8.01,1%,1%,76%
Regular Super House Special,2,$51.80,$4.70,$11.07,1%,1%,79%
"Large No Chorizo, No Cry",2,$26.90,$2.45,$11.76,1%,1%,56%
Cheesy Garlic Bread,2,$19.80,$1.80,$3.55,1%,0%,82%
$45 FEAST,2,$90.00,$8.18,$0.00,1%,2%,0%
Regular El Patron [Dine-in],2,$53.70,$4.87,$7.58,1%,1%,86%
Extra Arancini Ball,2,$4.13,$0.37,$0.00,1%,0%,0%
Large Meatlovers,2,$31.90,$2.90,$14.47,1%,1%,55%
Status Quo - Pint,2,$35.00,$3.18,$8.33,1%,1%,76%
Large Pepperoni,2,$45.80,$4.16,$9.69,1%,1%,79%
Davy's Old Fashioned,2,$48.78,$4.43,$9.49,1%,1%,81%
Sensei Calamari,2,$39.64,$3.60,$4.61,1%,1%,88%
Add Side Salad,2,$6.00,$0.54,$0.00,1%,0%,0%
Under the Bridge Pizza,2,$53.70,$4.87,$8.68,1%,1%,84%
Side Aioli,2,$1.04,$0.12,$0.00,1%,0%,0%
Pink Lemonade Glass,2,$9.30,$0.84,$0.27,1%,0%,97%
Sprite Can,2,$7.80,$0.70,$3.80,1%,0%,51%
Grifter Pale - Schooner,2,$23.00,$2.10,$4.96,1%,0%,78%
Asahi 3.5%,2,$21.00,$1.90,$5.09,1%,0%,76%
Rocket Man,2,$37.18,$3.38,$6.39,1%,1%,83%
No Tomato,2,$0.00,$0.00,$0.00,1%,0%,0%
Pie,2,$47.13,$4.29,$0.00,1%,1%,0%
Fish Tacos,2,$40.66,$3.70,$4.37,1%,1%,89%
Peroni D,2,$12.00,$1.10,$5.12,1%,0%,57%
Make it Vegetarian [plant-based patty],2,$8.26,$0.74,$0.00,1%,0%,0%
Philter XPA - Pint,2,$22.50,$2.04,$6.00,1%,0%,73%
No Pickle,2,$0.00,$0.00,$0.00,1%,0%,0%
Arancini Balls [5pc],2,$45.24,$4.12,$0.00,1%,1%,0%
White Light Pure Vodka [House],2,$22.00,$2.00,$3.04,1%,0%,86%
Version Two Pinot Grigio - Large,2,$39.25,$3.57,$5.89,1%,1%,85%
Ottelia Cab Sav - Regular,2,$34.56,$3.15,$9.22,1%,1%,73%
BBQ Wings,2,$33.80,$3.08,$6.27,1%,1%,81%
Brownie D,2,$0.00,$0.00,$3.89,1%,0%,
Coconut Margarita,1,$23.76,$2.16,$3.96,0%,1%,83%
Regular New Yorker [Dine-in],1,$24.78,$2.25,$3.79,0%,1%,85%
Kuku Sauvignon Blanc - Bottle,1,$58.00,$5.27,$14.57,0%,1%,75%
Padrillos Malbec - Bottle,1,$72.00,$6.55,$19.33,0%,2%,73%
Beef Burrito D,1,$25.00,$2.27,$6.77,0%,1%,73%
Add Ham,1,$3.00,$0.27,$0.00,0%,0%,0%
Add Mushrooms,1,$1.50,$0.14,$0.00,0%,0%,0%
Fresh is Best Summer Lager - Pint,1,$12.39,$1.12,$2.13,0%,0%,83%
Fish Burrito D,1,$0.00,$0.00,$5.73,0%,0%,
Regular Sanchez [Dine-in],1,$26.85,$2.43,$3.56,0%,1%,87%
Peroni 0%,1,$9.29,$0.85,$1.85,0%,0%,80%
Add Cherry Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
No Sliced Tomato,1,$0.00,$0.00,$0.00,0%,0%,0%
Amalfi Olives,1,$11.88,$1.08,$0.00,0%,0%,0%
Crankshaft IPA - Schooner,1,$13.50,$1.23,$3.21,0%,0%,76%
Add Jalapenos,1,$1.50,$0.14,$0.00,0%,0%,0%
$60 BANQUET,1,$60.00,$5.45,$0.00,0%,1%,0%
Extra Taco,1,$7.23,$0.66,$1.09,0%,0%,85%
Lychee Martini,1,$20.65,$1.88,$3.40,0%,0%,84%
Chicken Schnitty D,1,$22.00,$2.00,$0.00,0%,0%,0%
Kuku Sauvignon Blanc - Regular,1,$14.00,$1.27,$2.91,0%,0%,79%
Large Hail Africa,1,$0.00,$0.00,$6.38,0%,0%,
Regular The Paddock [Dine-in],1,$26.00,$2.36,$3.24,0%,1%,88%
Add Olives,1,$1.50,$0.14,$0.00,0%,0%,0%
Large Paddock,1,$0.00,$0.00,$5.36,0%,0%,
Baked Camembert,1,$25.71,$2.33,$0.00,0%,1%,0%
Gluten-free Meatlovers,1,$23.90,$2.17,$9.62,0%,1%,60%
Rocket Man D,1,$14.00,$1.27,$0.00,0%,0%,0%
Add Chilli,1,$0.00,$0.00,$0.00,0%,0%,0%
Petits Detours Rosé - Large,1,$25.82,$2.35,$5.78,0%,1%,78%
Large Cosmopolitan,1,$31.90,$2.90,$6.61,0%,1%,79%
Onion Rings,1,$12.39,$1.12,$0.00,0%,0%,0%
No Ham,1,$0.00,$0.00,$0.00,0%,0%,0%
Mulled Wine,1,$15.00,$1.36,$2.03,0%,0%,86%
Large Vegetarian,1,$0.00,$0.00,$4.13,0%,0%,
Large Half/Half,1,$2.00,$0.18,$0.00,0%,0%,0%
Coke Can,1,$3.90,$0.35,$1.89,0%,0%,52%
Tonic Glass,1,$4.00,$0.36,$0.00,0%,0%,0%
No Sun-dried Tomatoes,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Pineapple,1,$1.55,$0.15,$0.00,0%,0%,0%
No Spinach,1,$0.00,$0.00,$0.00,0%,0%,0%
Delivery Fee - Curl Curl / Manly / Dee Why,1,$6.50,$0.59,$0.00,0%,0%,0%
Virgin Margy,1,$13.43,$1.22,$0.00,0%,0%,0%
Large Roma Special,1,$29.90,$2.72,$5.89,0%,1%,80%
Add Garlic,1,$1.50,$0.14,$0.00,0%,0%,0%
No Cheese [dairy-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Remove Prosciutto,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Jimmy Jury [Dine-in],1,$27.89,$2.53,$3.51,0%,1%,87%
Fries D,1,$12.00,$1.09,$0.00,0%,0%,0%
Coke 1.25L,1,$6.90,$0.63,$3.69,0%,0%,47%
Make It A Burrito Bowl [gluten-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Solo 1.25L,1,$6.90,$0.63,$2.03,0%,0%,71%
Farmhouse Salad,1,$25.72,$2.33,$0.00,0%,1%,0%
Add Grilled Chicken,1,$5.16,$0.46,$0.00,0%,0%,0%
Large Tandoori Chicken,1,$2.50,$0.23,$3.49,0%,0%,-40%
Fresh Lime Soda,1,$3.50,$0.32,$0.00,0%,0%,0%
Tommy's Margarita,1,$16.52,$1.50,$4.70,0%,0%,72%
Cauliflower Burrito,1,$29.85,$2.72,$5.14,0%,1%,83%
No Pineapple,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Margherita,1,$17.90,$1.63,$1.40,0%,0%,92%
Make it Vegan [patty + cheese + bun],1,$4.50,$0.40,$0.00,0%,0%,0%
Mother's Milk Shiraz - Bottle,1,$57.60,$5.24,$16.08,0%,1%,72%
No Char-grilled Capsicum,1,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free [Corn Tortillas],1,$0.00,$0.00,$0.00,0%,0%,0%
Swap Fries for Sweet Potato Fries,1,$2.07,$0.19,$0.00,0%,0%,0%
Sprite 1.25L,1,$0.00,$0.00,$4.27,0%,0%,
Gluten-free Little Italy,1,$23.90,$2.17,$10.97,0%,1%,54%
Arancini Balls 5pcs D,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Little Italy,1,$25.90,$2.35,$4.98,0%,1%,81%
Side Chipotle Mayo,1,$1.00,$0.09,$0.00,0%,0%,0%
Vegan Cheese,1,$3.00,$0.27,$0.00,0%,0%,0%
Beef Burrito,1,$29.85,$2.72,$6.77,0%,1%,77%
Make it Gluten-free [gf/vg bun w sweet pot. fries],1,$2.07,$0.19,$0.00,0%,0%,0%
Side BBQ Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
A. Rodda Tempranillo - Regular,1,$18.59,$1.69,$5.57,0%,0%,70%
Regular Cosmopolitan,1,$19.90,$1.81,$4.73,0%,0%,76%
Tonkotsu,1,$11.60,$1.06,$0.00,0%,0%,0%
Regular BBQ Chicken Pizza,1,$23.90,$2.17,$3.17,0%,1%,87%
One Ice Cube,1,$0.00,$0.00,$0.00,0%,0%,0%
Version Two Pinot Grigio - Bottle,1,$49.00,$4.45,$8.83,0%,1%,82%
Biscoff Espresso,1,$23.75,$2.15,$3.24,0%,1%,86%
Cauliflower Tacos,1,$20.66,$1.88,$0.00,0%,0%,0%
,344.4,"$4,666.05",$423.78,$923.77,100%,100%,80%
