Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Gluten-free Margherita,1,$18.90,$1.72,$6.28,0%,0%,67%
Add Corn,1,$1.50,$0.14,$0.00,0%,0%,0%
"Regular No Chorizo, No Cry",1,$19.90,$1.81,$2.67,0%,1%,87%
Regular Truffalo Soldier [Dine-in],1,$26.85,$2.44,$3.27,0%,1%,88%
"Regular No Chorizo, No Cry [Dine-in]",1,$26.85,$2.44,$2.67,0%,1%,90%
Gluten-free Vegetarian,1,$20.90,$1.90,$7.39,0%,1%,65%
Regular Uber Margherita [Dine-in],1,$23.78,$2.16,$3.39,0%,1%,86%
WINGS DEAL,1,$30.00,$2.73,$0.00,0%,1%,0%
Delivery Fee - Curl Curl / Manly / Dee Why,1,$6.50,$0.57,$0.00,0%,0%,0%
Family New Yorker,1,$28.90,$2.63,$0.00,0%,1%,0%
Large Roma Special,1,$29.90,$2.72,$5.89,0%,1%,80%
Sour Cream,1,$0.00,$0.00,$0.00,0%,0%,0%
Coke 1.25L,1,$6.90,$0.63,$3.69,0%,0%,47%
Under the Bridge Pizza,1,$26.85,$2.44,$4.34,0%,1%,84%
Online Discount,1,-$7.45,$0.00,$0.00,0%,-0%,0%
Add Oregano,1,$0.50,$0.05,$0.00,0%,0%,0%
Coke Can,1,$3.90,$0.35,$1.89,0%,0%,52%
Large Sanchez,1,$31.90,$2.90,$5.00,0%,1%,84%
Gluten-free Hail Africa [Dine-in],1,$32.00,$2.91,$9.01,0%,1%,72%
Extra Mozzarella,1,$2.50,$0.23,$0.00,0%,0%,0%
Add Sliced Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
,266,"$3,810.75",$345.57,$748.36,100%,100%,80%
