Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Kirin - Schooner,8,$112.46,$10.20,$30.10,1%,1%,73%
Villa Fresco Sangiovese - Regular,8,$96.79,$8.79,$19.30,1%,0%,80%
Side BBQ Sauce,8,$0.00,$0.00,$0.00,1%,0%,0%
Bombay Dry [House],8,$72.33,$6.58,$17.35,1%,0%,76%
Version Two Pinot Grigio - Regular,7.75,$74.48,$6.78,$13.69,1%,0%,82%
Geppetto Pinot Noir - Regular,7,$105.00,$9.52,$24.59,0%,1%,77%
Hugo Spritz,7,$126.08,$11.45,$9.55,0%,1%,92%
Add Pineapple,7,$10.50,$0.98,$0.00,0%,0%,0%
Fish Tacos,7,$143.30,$13.03,$15.29,0%,1%,89%
Buffalo Wings D,7,$114.90,$10.43,$27.31,0%,1%,76%
Biscoff Espresso,7,$164.76,$14.98,$22.71,0%,1%,86%
Mother's Milk Shiraz - Regular,7,$102.99,$9.34,$22.51,0%,1%,78%
Large Super House Special,7,$200.70,$18.27,$54.04,0%,1%,73%
On The Rocks,7,$0.00,$0.00,$0.00,0%,0%,0%
Online Discount,7,-$70.70,$0.00,$0.00,0%,-0%,0%
Amalfi Olives,7,$70.53,$6.43,$0.00,0%,0%,0%
Fellr Watermelon Seltzer Tin,7,$84.00,$7.63,$23.87,0%,0%,72%
Trentham Estate Rosé - Regular,7,$54.40,$4.97,$14.77,0%,0%,73%
Status Quo - Schooner,7,$93.15,$8.49,$21.73,0%,0%,77%
Two Tonne Riesling - Regular,6,$121.32,$11.04,$25.63,0%,1%,79%
Pepsi Max Glass,6,$27.15,$2.47,$0.00,0%,0%,0%
Regular Cosmopolitan,6,$136.60,$12.41,$28.40,0%,1%,79%
Tommy's Margarita,6,$126.03,$11.46,$28.18,0%,1%,78%
Kuku Sauvignon Blanc - Large,6,$138.75,$12.61,$29.15,0%,1%,79%
Status Quo - Pint,6,$105.57,$9.60,$24.98,0%,1%,76%
BBQ Wings D,6,$64.00,$5.80,$18.85,0%,0%,71%
Cheesy Garlic Bread,6,$43.80,$4.00,$10.64,0%,0%,76%
Ottelia Chardonnay - Regular,5,$80.00,$7.25,$17.30,0%,0%,78%
Regular Super House Special,5,$121.90,$11.07,$27.64,0%,1%,77%
Fresh is Best Summer Lager - Pint,5,$48.70,$4.43,$10.65,0%,0%,78%
Mulled Wine,5,$75.00,$6.80,$10.17,0%,0%,86%
Beef Cheek,5,$203.44,$18.49,$0.00,0%,1%,0%
Fancy Pants Parmy - Classic,5,$149.76,$13.66,$40.53,0%,1%,73%
Jug of Water,5,$0.00,$0.00,$0.00,0%,0%,0%
Large Pepperoni,5,$115.70,$10.53,$22.82,0%,1%,80%
Sprite Can,5,$20.00,$1.81,$9.49,0%,0%,53%
Pie,5,$167.79,$15.25,$0.00,0%,1%,0%
Crankshaft IPA - Schooner,5,$54.00,$4.92,$16.04,0%,0%,70%
Send Kids Food ASAP,5,$0.00,$0.00,$0.00,0%,0%,0%
Chicken Shindig Burger,5,$109.56,$9.96,$23.83,0%,1%,78%
Beetle Juice,5,$112.87,$10.27,$18.29,0%,1%,84%
Large Meatlovers,5,$88.90,$8.09,$34.78,0%,0%,61%
Large Bubba Gump,5,$112.70,$10.26,$27.67,0%,1%,75%
Tonic [mixer],5,$0.00,$0.00,$4.02,0%,0%,
Fries D,5,$61.00,$5.54,$0.00,0%,0%,0%
Regular Meatlovers,4,$90.70,$8.24,$19.92,0%,0%,78%
Virgin Margy,4,$53.69,$4.89,$0.00,0%,0%,0%
BBQ Ribs,4,$181.91,$16.52,$0.00,0%,1%,0%
Stow Schnitty,4,$111.14,$10.10,$21.30,0%,1%,81%
Pepsi Glass,4,$18.30,$1.66,$0.00,0%,0%,0%
Baked Camembert,4,$102.06,$9.24,$0.00,0%,1%,0%
Lemon,4,$0.00,$0.00,$0.00,0%,0%,0%
Regular Hawaiian,4,$73.80,$6.71,$4.99,0%,0%,93%
Rocket Man D,4,$57.00,$5.17,$0.00,0%,0%,0%
Casa Gheller Prosecco - Glass,4,$65.05,$5.88,$13.38,0%,0%,79%
No Olives,4,$0.00,$0.00,$0.00,0%,0%,0%
Bang Bang Cauli,4,$69.13,$6.30,$11.04,0%,0%,84%
Glass of Ice on the Side,4,$0.00,$0.00,$0.00,0%,0%,0%
Peroni 0%,4,$37.17,$3.37,$7.42,0%,0%,80%
No Sugar,4,$0.00,$0.00,$0.00,0%,0%,0%
Cauliflower Tacos,4,$80.66,$7.35,$0.00,0%,0%,0%
No Onion,4,$0.00,$0.00,$0.00,0%,0%,0%
Large Jimmy Jury,4,$110.70,$10.08,$24.75,0%,1%,78%
Extra Sauce,4,$0.00,$0.00,$0.00,0%,0%,0%
Kids Nuggets & Chips,3,$40.27,$3.66,$6.74,0%,0%,83%
Chicken Burrito,3,$88.61,$8.07,$20.40,0%,0%,77%
Sweet Potato Fries D,3,$42.00,$3.81,$7.58,0%,0%,82%
No Garnish,3,$0.00,$0.00,$0.00,0%,0%,0%
Apple Juice Glass,3,$15.49,$1.40,$1.98,0%,0%,87%
Beef Burrito,3,$41.41,$3.77,$20.31,0%,0%,51%
2 Glasses,3,$0.00,$0.00,$0.00,0%,0%,0%
Aether Vodka,3,$35.61,$3.24,$7.56,0%,0%,79%
Four Pillars Bloody Shiraz Gin,3,$43.50,$3.96,$8.51,0%,0%,80%
San Pellegrino 500ml D,3,$22.00,$2.00,$7.03,0%,0%,68%
Grifter Pale Ale Cans D,3,$21.00,$1.92,$9.28,0%,0%,56%
James Boags Light,3,$28.50,$2.58,$6.74,0%,0%,76%
Kirin - Pint,3,$55.50,$5.04,$15.14,0%,0%,73%
Large Little Italy,3,$31.00,$2.82,$26.51,0%,0%,14%
Easy Sauce,3,$0.00,$0.00,$0.00,0%,0%,0%
No Sliced Tomato,3,$0.00,$0.00,$0.00,0%,0%,0%
Regular Bubba Gump,3,$77.90,$7.06,$11.89,0%,0%,85%
Crankshaft IPA - Pint,3,$53.65,$4.87,$12.90,0%,0%,76%
Brownie D,3,$10.00,$0.91,$5.84,0%,0%,42%
Add Jalapenos,3,$3.55,$0.33,$0.00,0%,0%,0%
Vinada Sparkling Rose,3,$37.20,$3.39,$9.14,0%,0%,75%
Add Olives,3,$4.50,$0.42,$0.00,0%,0%,0%
"Large No Chorizo, No Cry",2,$26.90,$2.45,$11.20,0%,0%,58%
Large Margherita,2,$42.90,$3.90,$4.59,0%,0%,89%
Corona,2,$21.00,$1.90,$5.14,0%,0%,76%
Regular El Patron [Dine-in],2,$53.72,$4.88,$7.28,0%,0%,86%
$45 FEAST,2,$90.00,$8.18,$0.00,0%,0%,0%
Chicken Schnitty D,2,$44.00,$4.00,$0.00,0%,0%,0%
Trutta Streamside Shiraz [Chilled] - Bottle,2,$131.42,$11.94,$39.68,0%,1%,70%
Delivery Fee - Freshwater / Queenscliff,2,$10.00,$0.90,$0.00,0%,0%,0%
Heaps Normal Tin,2,$22.00,$2.00,$5.34,0%,0%,76%
Villa Fresco Sangiovese - Large,2,$39.25,$3.57,$8.04,0%,0%,80%
Large Roma Special,2,$49.80,$4.52,$11.26,0%,0%,77%
Version Two Pinot Grigio - Bottle,2,$101.22,$9.20,$17.67,0%,1%,83%
Vegan Cheese [Pizza],2,$6.00,$0.54,$0.00,0%,0%,0%
Regular BBQ Chicken Pizza,2,$49.00,$4.46,$5.97,0%,0%,88%
"Regular No Chorizo, No Cry [Dine-in]",2,$53.70,$4.88,$5.01,0%,0%,91%
Side Chipotle Mayo,2,$2.06,$0.18,$0.00,0%,0%,0%
Regular Uber Margherita [Dine-in],2,$47.51,$4.31,$6.39,0%,0%,87%
Island Time,2,$49.57,$4.50,$7.97,0%,0%,84%
Regular Little Italy [Dine-in],2,$53.70,$4.87,$9.61,0%,0%,82%
Arancini Balls 5pcs D,2,$17.50,$1.59,$0.00,0%,0%,0%
Lemonade Glass,2,$9.00,$0.82,$0.00,0%,0%,0%
Das Juice Pink Pet Nat - Regular,2,$32.00,$2.90,$6.60,0%,0%,79%
Family Pepperoni,2,$49.80,$4.52,$0.00,0%,0%,0%
Add Anchovies,2,$4.00,$0.36,$0.00,0%,0%,0%
Side Spicy Salsa,2,$1.00,$0.09,$0.00,0%,0%,0%
Large Cosmopolitan,2,$26.90,$2.45,$13.22,0%,0%,51%
Davy's Old Fashioned,2,$49.56,$4.50,$9.49,0%,0%,81%
Eggplant Parmy,2,$58.00,$5.28,$0.00,0%,0%,0%
No Ham,2,$0.00,$0.00,$0.00,0%,0%,0%
Canadian Club,2,$24.00,$2.18,$3.77,0%,0%,84%
Add Side Guac,2,$2.00,$0.18,$0.00,0%,0%,0%
Stow Soda - Grapefruit,2,$18.30,$1.67,$0.17,0%,0%,99%
Family Meatlovers,2,$59.80,$5.44,$0.00,0%,0%,0%
Regular Tandoori Chicken,2,$42.80,$3.89,$4.60,0%,0%,89%
Regular Pepperoni,2,$44.00,$4.00,$4.26,0%,0%,90%
Monteith's Apple Cider Bottle,2,$21.70,$1.97,$6.22,0%,0%,71%
Add Pepperoni,2,$6.00,$0.54,$0.00,0%,0%,0%
Regular New Yorker [Dine-in],2,$49.56,$4.50,$7.17,0%,0%,86%
Orange Juice Glass,2,$10.00,$0.90,$0.95,0%,0%,90%
Add Lepinja Bread,2,$12.20,$1.12,$0.00,0%,0%,0%
Kuku Sauvignon Blanc - Regular,2,$28.46,$2.59,$5.83,0%,0%,80%
Patron Silver,2,$30.98,$2.80,$6.56,0%,0%,79%
Stow Soda - Passionfruit,2,$17.40,$1.59,$0.00,0%,0%,0%
Geppetto Pinot Noir - Large Glass,2,$48.79,$4.44,$11.71,0%,0%,76%
A. Rodda Tempranillo - Bottle,2,$144.00,$13.10,$55.72,0%,1%,61%
Add Ham,2,$6.00,$0.54,$0.00,0%,0%,0%
Regular New Yorker,2,$42.90,$3.90,$7.17,0%,0%,83%
Swap for Sweet Potato Fries,2,$4.07,$0.37,$0.00,0%,0%,0%
Kids Nuggets D,2,$28.00,$2.54,$4.49,0%,0%,84%
No Anchovies,2,$0.00,$0.00,$0.00,0%,0%,0%
San Pellegrino 500ml,2,$18.30,$1.67,$4.69,0%,0%,74%
No Chilli,2,$0.00,$0.00,$0.00,0%,0%,0%
No Chips,2,$0.00,$0.00,$0.00,0%,0%,0%
WINGS DEAL,2,$60.00,$5.46,$0.00,0%,0%,0%
Under the Bridge Pizza,2,$53.70,$4.88,$8.16,0%,0%,85%
Philter Pale - Schooner,2,$20.29,$1.83,$0.00,0%,0%,0%
Large Hawaiian,2,$19.90,$1.81,$6.53,0%,0%,67%
Swap Fries for Sweet Potato Fries,2,$4.07,$0.37,$0.00,0%,0%,0%
Large Sanchez,2,$53.80,$4.90,$10.98,0%,0%,80%
Regular Truffalo Soldier [Dine-in],2,$53.70,$4.88,$6.54,0%,0%,88%
Cri De Couer Pinot Noir - Regular,2,$60.00,$5.46,$24.86,0%,0%,59%
Rocket Man,2,$37.19,$3.38,$6.39,0%,0%,83%
Coconut Margarita,2,$40.29,$3.66,$7.91,0%,0%,80%
Regular Little Italy,2,$44.90,$4.08,$9.61,0%,0%,79%
Add Mushrooms,2,$3.00,$0.28,$0.00,0%,0%,0%
San Giorgio Ciampoleto Rosso di Montalcino 2023 - Large Glass,2,$99.15,$9.01,$16.28,0%,0%,84%
Add Grilled Fish,1,$5.00,$0.45,$0.00,0%,0%,0%
Side English Mustard,1,$1.03,$0.09,$0.00,0%,0%,0%
Coke Zero Can,1,$4.00,$0.36,$1.89,0%,0%,53%
Truffalo Soldier.,1,$0.00,$0.00,$0.00,0%,0%,0%
Make It A Burrito Bowl [gluten-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Beef Burrito D,1,$25.00,$2.27,$6.77,0%,0%,73%
Add Bacon,1,$4.00,$0.36,$0.00,0%,0%,0%
Add BBQ Sauce,1,$1.50,$0.14,$0.00,0%,0%,0%
Margy Duo [2 serves],1,$23.00,$2.09,$0.00,0%,0%,0%
Onion Rings,1,$12.40,$1.14,$0.00,0%,0%,0%
No Sun-dried Tomatoes,1,$0.00,$0.00,$0.00,0%,0%,0%
No Mushroom,1,$0.00,$0.00,$0.00,0%,0%,0%
Pink Lemonade Glass,1,$4.50,$0.41,$0.14,0%,0%,97%
Chicken,1,$1.60,$0.14,$0.00,0%,0%,0%
Fried Rice,1,$9.20,$0.84,$0.00,0%,0%,0%
Fish Tacos D,1,$18.00,$1.64,$2.18,0%,0%,88%
Large Tandoori Chicken,1,$0.00,$0.00,$3.21,0%,0%,
Large New Yorker,1,$30.00,$2.73,$5.01,0%,0%,83%
Add Side Salad,1,$3.00,$0.27,$0.00,0%,0%,0%
Sailor Jerry [House],1,$11.00,$1.00,$1.91,0%,0%,83%
Appleton Rum [House],1,$11.00,$1.00,$2.22,0%,0%,80%
Large Hail Africa,1,$0.00,$0.00,$6.24,0%,0%,
Coke Zero 1.25L,1,$7.00,$0.64,$3.29,0%,0%,53%
Dressing on the Side,1,$0.00,$0.00,$0.00,0%,0%,0%
Cauliflower Tacos D,1,$20.00,$1.82,$0.00,0%,0%,0%
Trutta Streamside Shiraz [Chilled] - Regular,1,$18.59,$1.69,$3.97,0%,0%,79%
Ottelia Chardonnay - Large,1,$25.00,$2.27,$5.77,0%,0%,77%
Family Jimmy Jury,1,$29.90,$2.72,$0.00,0%,0%,0%
Family Margherita,1,$23.90,$2.17,$0.00,0%,0%,0%
Year Wines Fiano - Regular,1,$18.59,$1.69,$3.31,0%,0%,82%
Double Scoop,1,$3.62,$0.34,$0.00,0%,0%,0%
Das Juice Pink Pet Nat - Large,1,$25.00,$2.27,$5.50,0%,0%,78%
No Pineapple,1,$0.00,$0.00,$0.00,0%,0%,0%
Archie Rose Signature Gin,1,$13.43,$1.22,$2.64,0%,0%,80%
Family Sanchez,1,$29.90,$2.72,$0.00,0%,0%,0%
Kids Margherita Pizza,1,$13.43,$1.22,$0.00,0%,0%,0%
400 Conejos Margarita,1,$22.00,$2.00,$5.13,0%,0%,77%
Family Bubba Gump,1,$29.90,$2.72,$0.00,0%,0%,0%
Pepsi [mixer],1,$0.00,$0.00,$0.80,0%,0%,
Kids Hawaiian Pizza,1,$13.42,$1.22,$0.00,0%,0%,0%
Sensei Calamari D,1,$16.00,$1.45,$2.31,0%,0%,86%
Pink Lemonade [mixer],1,$0.00,$0.00,$0.10,0%,0%,
Gluten-free [Corn Tortillas],1,$0.00,$0.00,$0.00,0%,0%,0%
4 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
Chicken Burger D,1,$24.00,$2.18,$0.00,0%,0%,0%
Regular Uber Margherita,1,$18.90,$1.72,$3.19,0%,0%,83%
Margy PartyJar [6 serves],1,$50.00,$4.55,$0.00,0%,0%,0%
No Burger Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Onion Rings D,1,$10.00,$0.91,$0.00,0%,0%,0%
Year Wines 'Zagara' Orange - Regular,1,$16.53,$1.50,$3.42,0%,0%,79%
Extra Arancini Ball,1,$4.13,$0.37,$0.00,0%,0%,0%
Add Prawns,1,$4.00,$0.36,$0.00,0%,0%,0%
Extra Mozzarella,1,$2.50,$0.23,$0.00,0%,0%,0%
Add Capsicum,1,$1.50,$0.14,$0.00,0%,0%,0%
Add Sliced Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
A. Rodda Tempranillo - Large,1,$28.92,$2.63,$9.29,0%,0%,68%
Young Henrys Cloudy Cider Can,1,$12.40,$1.13,$2.82,0%,0%,77%
Hartshorn Sheep Whey Vodka,1,$17.55,$1.60,$3.09,0%,0%,82%
Guinness Draught - Schooner,1,$13.50,$1.23,$3.54,0%,0%,74%
BBQ Wings,1,$16.90,$1.54,$3.14,0%,0%,81%
Trentham Estate Rosé - Bottle,1,$50.61,$4.60,$10.55,0%,0%,79%
Coke 1.25L,1,$0.00,$0.00,$3.69,0%,0%,
Olives D,1,$10.00,$0.91,$0.00,0%,0%,0%
Lepinja Bread,1,$10.00,$0.91,$0.00,0%,0%,0%
Fish Burrito,1,$29.85,$2.72,$5.67,0%,0%,81%
La Petite Mort Rosso 2025 - Regular,1,$18.07,$1.64,$4.58,0%,0%,75%
Hawaiian.,1,$0.00,$0.00,$0.00,0%,0%,0%
Choc  Brownie,1,$0.00,$0.00,$1.95,0%,0%,
Add Chilli,1,$1.00,$0.09,$0.00,0%,0%,0%
Feast Deal Pizzas,1,$45.00,$4.09,$0.00,0%,0%,0%
Asahi 3.5% 6-pack D,1,$29.00,$2.64,$15.28,0%,0%,47%
No Pico de Gallo,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Eggplant,1,$1.50,$0.14,$0.00,0%,0%,0%
Sunkissed Spritz,1,$16.53,$1.50,$4.89,0%,0%,70%
Large Vegetarian,1,$19.90,$1.81,$4.11,0%,0%,79%
Delivery Fee - Curl Curl / Manly / Dee Why,1,$6.50,$0.59,$0.00,0%,0%,0%
Large Sorrento,1,$26.90,$2.45,$7.17,0%,0%,73%
Gluten-free Bubba Gump,1,$32.00,$2.91,$8.40,0%,0%,74%
Brownie,1,$12.39,$1.12,$2.82,0%,0%,77%
Solo 1.25L,1,$7.00,$0.64,$2.03,0%,0%,71%
No Beans,1,$0.00,$0.00,$0.00,0%,0%,0%
Family El Patron,1,$29.90,$2.72,$0.00,0%,0%,0%
Flower Child,1,$22.72,$2.07,$2.93,0%,0%,87%
"Regular No Chorizo, No Cry",1,$19.90,$1.81,$2.50,0%,0%,87%
Regular Sorrento,1,$25.90,$2.35,$4.11,0%,0%,84%
Family Little Italy,1,$29.90,$2.72,$0.00,0%,0%,0%
Jalapeños Inside Burrito,1,$0.00,$0.00,$0.00,0%,0%,0%
No Cheese [dairy-free],1,$0.00,$0.00,$0.00,0%,0%,0%
A. Rodda Chardonnay - Regular,1,$28.92,$2.64,$7.54,0%,0%,74%
Add Fried Cauliflower,1,$4.00,$0.36,$0.00,0%,0%,0%
Eggplant Schnitty,1,$26.85,$2.43,$4.27,0%,0%,84%
Cauliflower Burrito,1,$28.90,$2.63,$5.14,0%,0%,82%
Large Truffalo Soldier,1,$26.90,$2.45,$4.56,0%,0%,83%
No Cheese (Make It Dairy-Free),1,$0.00,$0.00,$0.00,0%,0%,0%
Petits Detours Rosé - Regular,1,$16.52,$1.50,$3.47,0%,0%,79%
Padrillos Malbec - Regular,1,$18.00,$1.64,$3.87,0%,0%,79%
Regular Truffalo Soldier,1,$24.00,$2.18,$3.27,0%,0%,86%
Add Basil,1,$1.00,$0.09,$0.00,0%,0%,0%
No Pickle,1,$0.00,$0.00,$0.00,0%,0%,0%
$60 BANQUET,1,$60.00,$5.45,$0.00,0%,0%,0%
Two Tonne Riesling - Large,1,$29.00,$2.64,$7.12,0%,0%,75%
Baked Camembert D,1,$21.00,$1.91,$0.00,0%,0%,0%
Make it Gluten-free [gf/vg bun w sweet pot. fries],1,$2.07,$0.19,$0.00,0%,0%,0%
No Jalape|os,1,$0.00,$0.00,$0.00,0%,0%,0%
A. Rodda Tempranillo - Regular,1,$18.00,$1.64,$5.57,0%,0%,69%
Lemonade [mixer],1,$0.00,$0.00,$0.80,0%,0%,
No Mayo,1,$0.00,$0.00,$0.00,0%,0%,0%
Fish Burrito D,1,$25.00,$2.27,$5.67,0%,0%,77%
Buffalo Trace Bourbon [House],1,$11.00,$1.00,$2.28,0%,0%,79%
Gluten-free Margherita,1,$6.00,$0.55,$6.08,0%,0%,-1%
Make it Vegan [patty + cheese + bun],1,$5.00,$0.45,$0.00,0%,0%,0%
Large Paddock,1,$31.00,$2.82,$5.11,0%,0%,84%
Bundaberg Ginger Beer,1,$5.16,$0.46,$0.88,0%,0%,83%
Family Hawaiian,1,$24.90,$2.26,$0.00,0%,0%,0%
Garlic  Bread,1,$0.00,$0.00,$1.42,0%,0%,
Large Sanchez VEGAN,1,$0.00,$0.00,$4.22,0%,0%,
Whispering Angel Rosé - Regular,1,$28.92,$2.64,$6.74,0%,0%,77%
Lemon Meringue Martini,1,$24.79,$2.25,$3.50,0%,0%,86%
Bang Bang Cauli D,1,$16.00,$1.45,$2.76,0%,0%,83%
Version Two Sparkling - Bottle,1,$49.00,$4.45,$8.83,0%,0%,82%
3 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
Make it Vegan [use vegan cheese],1,$0.00,$0.00,$0.00,0%,0%,0%
Hendrick's Gin,1,$14.46,$1.31,$2.69,0%,0%,81%
Ginger Ale,1,$4.00,$0.36,$0.00,0%,0%,0%
Grifter Big Sur IPA Tin,1,$12.60,$1.15,$4.00,0%,0%,68%
,"1,435.15","$19,860.02","$1,808.85","$3,050.22",100%,100%,85%
