Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Coke Zero Can,3,$11.80,$1.07,$5.67,1%,0%,52%
Large Uber Margherita,3,$78.80,$7.16,$14.22,1%,2%,82%
Family Margherita,3,$47.80,$4.34,$0.00,1%,1%,0%
Regular Paddock,3,$59.70,$5.43,$9.72,1%,1%,84%
Large Bubba Gump,3,$80.70,$7.35,$17.44,1%,2%,78%
Regular Jimmy Jury [Dine-in],2,$37.80,$3.43,$7.01,1%,1%,81%
Gluten-free Tandoori Chicken,2,$45.80,$4.16,$13.88,1%,1%,70%
Large Paddock,2,$3.50,$0.32,$10.73,1%,0%,-207%
Family Meatlovers,2,$66.80,$6.07,$0.00,1%,2%,0%
Family Hawaiian,2,$24.90,$2.26,$0.00,1%,1%,0%
Regular El Patron [Dine-in],2,$53.71,$4.90,$7.58,1%,1%,86%
"Gluten-free No Chorizo, No Cry",2,$47.80,$4.33,$17.29,1%,1%,64%
Regular BBQ Chicken Pizza,2,$42.80,$3.89,$6.34,1%,1%,85%
Large Hail Africa,2,$0.00,$0.00,$12.76,1%,0%,
Regular El Patron,2,$39.80,$3.62,$7.58,1%,1%,81%
Gluten-free BBQ Chicken Pizza,2,$53.80,$4.89,$15.21,1%,1%,72%
Family BBQ Chicken Pizza,2,$32.40,$2.95,$0.00,1%,1%,0%
Family Half/Half,2,$51.80,$4.70,$0.00,1%,1%,0%
Under the Bridge Pizza,2,$53.70,$4.88,$8.68,1%,1%,84%
Regular Sorrento,2,$39.80,$3.62,$8.56,1%,1%,78%
Coke Can,2,$7.90,$0.71,$3.78,1%,0%,52%
Axl Rose Pizza,2,$53.70,$4.86,$0.00,1%,1%,0%
Regular Meatlovers [Dine-in],2,$52.00,$4.72,$9.26,1%,1%,82%
Regular Truffalo Soldier,2,$43.80,$3.98,$6.54,1%,1%,85%
Add Capsicum,2,$3.00,$0.28,$0.00,1%,0%,0%
Grifter Pale Ale Cans D,2,$14.00,$1.28,$6.19,1%,0%,56%
Gluten-free Roma Special,2,$53.80,$4.89,$17.31,1%,1%,68%
Large Little Italy,2,$53.80,$4.90,$18.24,1%,1%,66%
Regular Truffalo Soldier [Dine-in],2,$52.00,$4.72,$6.54,1%,1%,87%
WINGS DEAL,2,$60.00,$5.46,$0.00,1%,1%,0%
Sour Cream,2,$2.03,$0.18,$0.00,1%,0%,0%
Family Super House Special,1,$36.90,$3.35,$0.00,0%,1%,0%
Family Cosmopolitan,1,$29.90,$2.72,$0.00,0%,1%,0%
Regular Hail Africa [Dine-in],1,$27.89,$2.53,$3.00,0%,1%,89%
Family Paddock,1,$29.90,$2.72,$0.00,0%,1%,0%
Gluten-free Super House Special,1,$23.90,$2.17,$9.97,0%,1%,58%
Add Garlic Base,1,$1.50,$0.14,$0.00,0%,0%,0%
Add Sliced Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
Add Bocconcini,1,$3.00,$0.27,$0.00,0%,0%,0%
Regular Meatlovers,1,$25.90,$2.35,$4.63,0%,1%,82%
Gluten-free Bubba Gump,1,$32.90,$2.99,$8.60,0%,1%,74%
Add Rocket,1,$1.50,$0.14,$0.00,0%,0%,0%
Coke 1.25L,1,$6.00,$0.55,$3.69,0%,0%,39%
Large Vegetarian,1,$0.00,$0.00,$4.13,0%,0%,
Bundaberg Ginger Beer D,1,$7.90,$0.72,$3.30,0%,0%,58%
Large Cosmopolitan,1,$26.90,$2.45,$6.59,0%,1%,76%
Family Bubba Gump,1,$3.00,$0.27,$0.00,0%,0%,0%
Regular Garlic Cheese Pizza,1,$13.40,$1.22,$1.39,0%,0%,90%
Large Half/Half,1,$21.90,$1.99,$0.00,0%,0%,0%
Add Garlic,1,$1.50,$0.14,$0.00,0%,0%,0%
Large El Patron,1,$31.90,$2.90,$6.11,0%,1%,81%
Add Bacon,1,$4.00,$0.36,$0.00,0%,0%,0%
Regular Vegetarian,1,$15.90,$1.45,$2.37,0%,0%,85%
Family Hail Africa,1,$29.90,$2.72,$0.00,0%,1%,0%
Add Anchovies,1,$2.00,$0.18,$0.00,0%,0%,0%
Large Tandoori Chicken,1,$29.90,$2.72,$3.49,0%,1%,88%
Add Spanish Onion,1,$1.50,$0.14,$0.00,0%,0%,0%
Add Pepperoni,1,$3.00,$0.27,$0.00,0%,0%,0%
Family Roma Special,1,$28.90,$2.63,$0.00,0%,1%,0%
Regular Roma Special,1,$18.90,$1.72,$4.22,0%,0%,78%
Regular Cosmopolitan,1,$19.90,$1.81,$4.72,0%,0%,76%
,321,"$4,449.47",$405.28,$788.00,100%,100%,82%
