Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Easy Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Hail Africa,1,$0.00,$0.00,$6.38,0%,0%,
Add Mushrooms,1,$1.50,$0.14,$0.00,0%,0%,0%
Cheesy Garlic Bread,1,$9.90,$0.90,$1.77,0%,0%,82%
2x Aioli,1,$1.03,$0.09,$0.00,0%,0%,0%
Sailor Jerry [House],1,$11.00,$1.00,$1.91,0%,0%,83%
Regular El Patron,1,$19.90,$1.81,$3.79,0%,0%,81%
No Olives,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Sanchez,1,$0.00,$0.00,$5.00,0%,0%,
Long Island Iced Tea,1,$23.00,$2.09,$5.07,0%,0%,78%
Tommy's Margarita,1,$17.55,$1.60,$4.70,0%,0%,73%
No Mushroom,1,$0.00,$0.00,$0.00,0%,0%,0%
Fever-Tree Light Tonic [mixer],1,$1.03,$0.09,$0.00,0%,0%,0%
Add Jalapenos,1,$1.03,$0.09,$0.00,0%,0%,0%
Coke Zero 1.25L,1,$0.00,$0.00,$3.09,0%,0%,
Baked Camembert,1,$25.71,$2.33,$0.00,0%,0%,0%
No Spiced Sour Cream,1,$0.00,$0.00,$0.00,0%,0%,0%
Extra Taco,1,$7.00,$0.64,$1.09,0%,0%,84%
Large Bubba Gump,1,$0.00,$0.00,$5.81,0%,0%,
Regular El Patron [Dine-in],1,$26.88,$2.45,$3.79,0%,0%,86%
Apple Crumble,1,$16.52,$1.50,$0.00,0%,0%,0%
Regular Jimmy Jury,1,$25.90,$2.34,$3.51,0%,0%,86%
Open Food,1,$6.00,$0.55,$0.00,0%,0%,0%
Regular Super House Special,1,$19.90,$1.81,$5.53,0%,0%,72%
Fried Egg.,1,$2.07,$0.19,$0.00,0%,0%,0%
Onion Rings,1,$12.39,$1.12,$0.00,0%,0%,0%
Dormilona Chenin Blanc - Regular,1,$21.00,$1.91,$4.07,0%,0%,81%
Vegan Aioli,1,$0.00,$0.00,$0.00,0%,0%,0%
Virgin Margy,1,$13.00,$1.18,$0.00,0%,0%,0%
Add Anchovies,1,$2.00,$0.18,$0.00,0%,0%,0%
Four Pillars Rare Dry,1,$14.97,$1.36,$2.95,0%,0%,80%
Regular Cosmopolitan,1,$19.90,$1.81,$4.72,0%,0%,76%
Crankshaft IPA - Pint,1,$17.50,$1.59,$4.30,0%,0%,75%
Regular BBQ Chicken Pizza,1,$23.90,$2.17,$3.17,0%,0%,87%
No Sliced Tomato,1,$0.00,$0.00,$0.00,0%,0%,0%
Ottelia Cab Sav - Regular,1,$17.00,$1.55,$4.61,0%,0%,73%
$60 BANQUET,1,$60.00,$5.45,$0.00,0%,1%,0%
No Garnish,1,$0.00,$0.00,$0.00,0%,0%,0%
Hugo Spritz,1,$17.55,$1.60,$1.36,0%,0%,92%
Jalapeños Inside Burrito,1,$0.00,$0.00,$0.00,0%,0%,0%
Trentham Estate Rosé - Large,1,$19.00,$1.73,$3.52,0%,0%,81%
Domaine Gueguen Chablis - Regular,1,$28.00,$2.55,$8.95,0%,0%,68%
"Regular No Chorizo, No Cry",1,$19.90,$1.81,$2.67,0%,0%,87%
Large Uber Margherita,1,$29.90,$2.72,$4.74,0%,0%,84%
Add Pineapple,1,$1.55,$0.15,$0.00,0%,0%,0%
Large Truffalo Soldier,1,$0.00,$0.00,$4.56,0%,0%,
Add Onion,1,$1.50,$0.14,$0.00,0%,0%,0%
One Ice Cube,1,$0.00,$0.00,$0.00,0%,0%,0%
No Salt,1,$0.00,$0.00,$0.00,0%,0%,0%
Eggplant Schnitty,1,$26.88,$2.44,$4.27,0%,0%,84%
Cauliflower Burrito,1,$0.00,$0.00,$5.14,0%,0%,
Cauliflower Tacos,1,$20.65,$1.87,$0.00,0%,0%,0%
Lepinja Bread,1,$10.33,$0.94,$0.00,0%,0%,0%
Scout Pinot Gris - Regular,1,$19.62,$1.78,$3.96,0%,0%,80%
Side Blue Cheese Dip,1,$1.03,$0.09,$0.00,0%,0%,0%
Sensei Calamari D,1,$20.90,$1.90,$2.31,0%,0%,89%
Side Guac,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Pepperoni [Dine-in],1,$21.00,$1.91,$0.00,0%,0%,0%
"Regular No Chorizo, No Cry [Dine-in]",1,$26.87,$2.43,$2.67,0%,0%,90%
Remove Sour Cream,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Uber Margherita [Dine-in],1,$23.00,$2.09,$3.39,0%,0%,85%
Heaps Normal Tin,1,$11.36,$1.03,$2.67,0%,0%,77%
San Pellegrino 500ml D,1,$7.90,$0.72,$2.34,0%,0%,70%
$45 FEAST,1,$45.00,$4.09,$0.00,0%,1%,0%
Less Cheese,1,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free,1,$0.00,$0.00,$0.00,0%,0%,0%
Side Spicy Salsa,1,$1.00,$0.09,$0.00,0%,0%,0%
Regular Hawaiian [Dine-in],1,$21.00,$1.91,$1.25,0%,0%,94%
Add Chicken,1,$4.00,$0.36,$0.00,0%,0%,0%
Olive,1,$0.00,$0.00,$0.00,0%,0%,0%
Grey Goose,1,$14.46,$1.31,$2.57,0%,0%,82%
Brownie,1,$12.39,$1.13,$2.82,0%,0%,77%
No Ham,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Cosmopolitan,1,$31.90,$2.90,$6.59,0%,0%,79%
One Ice Block,1,$0.00,$0.00,$0.00,0%,0%,0%
Family House Special,1,$0.00,$0.00,$0.00,0%,0%,0%
Coke Can,1,$0.00,$0.00,$1.89,0%,0%,
Gluten-free Under The Bridge,1,$24.00,$2.18,$0.00,0%,0%,0%
Quiet Riot Negroni,1,$17.00,$1.55,$4.39,0%,0%,74%
Glendronach 12yr,1,$21.00,$1.91,$4.43,0%,0%,79%
Fish Burrito,1,$11.56,$1.05,$5.73,0%,0%,50%
,573.2,"$7,513.10",$682.37,"$1,425.16",100%,100%,81%
